,Reaction Products,Counts,Frequency [%]
2069,p+D2+He4+Li7+C12,1,0.001
2070,n+n+n+p+p+C10,1,0.001
2071,pi-+n+n+n+n+p+p+C12+Mg22,1,0.001
2072,n+n+n+n+p+D2+D2+He3+O16,1,0.001
2073,n+n+n+n+n+p+p+p+p+He4+C13,1,0.001
2074,pi-+pi++n+p+p+Be10,1,0.001
2075,pi++n+n+p+Na25,1,0.001
2076,pi++n+n+p+p+He4+He6,1,0.001
2077,n+n+n+p+B9+C12+Al27,1,0.001
2078,pi-+n+n+p+p+p+He4+He4+N15,1,0.001
2079,n+n+n+n+n+p+p+p+D2+F18,1,0.001
2080,pi++n+n+n+n+p+p+He4+O18,1,0.001
2081,n+n+n+p+p+D2+T3+He4+C12,1,0.001
2082,pi-+n+p+p+p+He4+Be7,1,0.001
2083,pi++n+n+n+n+n+p+p+D2+C12+Ne20,1,0.001
2084,pi-+n+p+p+p+p+He3+He6,1,0.001
2085,n+n+n+n+n+p+p+p+p+He4+C12+C12+N15,1,0.001
2086,pi-+n+n+n+p+D2+B7,1,0.001
2087,pi-+n+n+n+n+p+p+p+D2+D2+D2+He4+C11,1,0.001
2088,p+p+p+p+p+p+p+p+C12+C12+C12,1,0.001
2089,pi-+n+p+p+C11+Al27,1,0.001
2090,pi++n+n+p+p+T3+He6,1,0.001
2091,n+n+n+p+He4+Li6,1,0.001
2092,n+n+n+p+p+p+p+T3+He4+C14,1,0.001
2093,n+n+n+n+n+p+p+p+p+p+D2+D2+C12+C14,1,0.001
2094,n+n+n+n+n+p+p+p+p+p+p+T3,1,0.001
2095,n+p+p+p+B11+C12+Al27,1,0.001
2096,n+n+n+p+p+p+Li8,1,0.001
2097,pi-+n+n+n+p+p+p+p+D2+He4+N15,1,0.001
2098,n+n+p+p+p+He4+He5,1,0.001
2099,pi-+n+p+p+p+D2+He4+He4+C12+C12,1,0.001
2100,n+n+p+D2+D2+He3+He4,1,0.001
2101,n+n+n+p+p+T3+He4+C12+C12+C12+O16,1,0.001
2102,n+p+C12+C12+C12+C12+C12+C12,1,0.001
2103,n+n+n+n+p+p+p+p+D2+C12+F19,1,0.001
2104,n+D2+D2+D2+D2+He4,1,0.001
2105,n+n+n+n+p+D2+He3+He3+C12,1,0.001
2106,n+n+n+n+n+p+p+D2+He4+O15,1,0.001
2107,pi++n+n+n+n+n+n+p+p+p+p+D2+T3+C13,1,0.001
2108,n+p+C12+C12+C12+C12+C12+C13,1,0.001
2109,n+n+He4+Be7+C12+Al27,1,0.001
2110,n+p+p+B12+C12+C12,1,0.001
2111,pi++n+n+n+B10+C12+C12+C12,1,0.001
2112,n+n+n+n+n+n+p+p+p+p+p+p+D2+C12+C12,1,0.001
2113,n+p+p+C12+C12+C12+C12+C12,1,0.001
2114,n+n+n+n+n+p+p+p+p+D2+D2+T3+C12,1,0.001
2115,n+p+D2+He3+He6,1,0.001
2116,pi++n+n+n+n+n+p+p+T3+He3+C12,1,0.001
2117,n+p+p+p+Mg26+Al27+Al27,1,0.001
2118,n+n+n+D2+B8+C12,1,0.001
2119,n+n+n+n+n+n+p+p+p+p+p+D2+Al27,1,0.001
2120,n+n+n+p+p+He4+He4+C12+C13,1,0.001
2121,n+n+n+p+p+C12+C12+Na23,1,0.001
2122,pi++n+p+p+Be11,1,0.001
2123,n+n+p+p+He4+Li6+C12+C12,1,0.001
2124,n+n+n+n+n+n+n+n+p+p+p+p+p+He3+C12,1,0.001
2125,n+n+n+n+p+p+p+p+Be7,1,0.001
2126,n+n+p+p+p+p+p+Ne23,1,0.001
2127,n+n+p+p+T3+Ne21+Al27,1,0.001
2128,pi++n+p+D2+T3+He6,1,0.001
2129,n+n+n+p+p+p+D2+He5+C12,1,0.001
2130,n+n+p+B11+C12+C12,1,0.001
2131,n+n+n+D2+Mg23,1,0.001
2132,n+n+p+p+D2+D2+T3+He3,1,0.001
2133,n+n+n+n+n+n+n+p+p+p+p+p+He3+N14,1,0.001
2134,n+n+n+D2+D2+He3+He3,1,0.001
2135,pi++n+n+n+n+n+p+p+p+T3+C12+O17,1,0.001
2136,n+n+p+p+D2+C12+Ne22,1,0.001
2137,pi++n+n+n+p+p+D2+Li7,1,0.001
2138,pi++n+n+n+n+n+n+p+p+D2+He4,1,0.001
2139,pi++n+n+n+n+p+C12+C12+Na23,1,0.001
2140,n+p+p+C12+C12+Al27,1,0.001
2141,pi++n+n+n+p+T3+Be7+C12,1,0.001
2142,n+n+n+p+T3+He3+He3,1,0.001
2143,n+n+n+n+n+p+p+p+p+D2+D2+D2+C13,1,0.001
2144,pi++n+n+n+n+n+p+p+T3+He4+C12,1,0.001
2145,pi-+n+p+D2+D2+D2+Li5+C12,1,0.001
2146,n+n+n+n+n+p+p+p+p+p+p+p+He4,1,0.001
2147,n+n+n+p+p+D2+He4+He4+C12,1,0.001
2148,pi-+n+n+p+p+p+p+T3+Li5,1,0.001
2149,pi-+n+n+n+n+p+p+p+p+D2+F18,1,0.001
2150,pi-+n+n+p+p+p+D2+He3+He4+C12,1,0.001
2151,pi-+n+n+n+p+p+p+p+p+Be7,1,0.001
2152,pi-+n+p+D2+He3+Li6,1,0.001
2153,n+C13,1,0.001
2154,pi++n+n+p+Be10+C12+C12+C12,1,0.001
2155,pi-+n+n+p+p+p+p+D2+D2+T3+C12,1,0.001
2156,pi-+n+p+p+T3+He4+He4+C12+C12+C12,1,0.001
2157,pi++n+n+n+p+D2+He4+He4+C12+C12+C12,1,0.001
2158,pi-+n+p+p+p+B11,1,0.001
2159,pi-+n+n+n+p+p+p+D2+Ne20,1,0.001
2160,pi-+p+p+p+B11+C12+C12,1,0.001
2161,pi-+p+p+B11+C13,1,0.001
2162,n+p+p+p+p+p+p+C12+C12+C12,1,0.001
2163,pi++n+n+n+B11+C12,1,0.001
2164,pi++n+n+n+n+D2+He3+He4+C12+C12+C12,1,0.001
2165,pi++n+n+n+n+n+p+p+p+D2+T3+C12,1,0.001
2166,pi-+n+n+p+p+B10+C12,1,0.001
2167,n+n+n+n+n+p+p+p+C12+C12+Ne20,1,0.001
2168,n+n+n+n+p+p+p+D2+T3+He4+He4+He4+He4,1,0.001
2169,pi-+n+n+p+p+p+T3+He4+C12+O16,1,0.001
2170,n+p+p+B11+C12+C12+Al27,1,0.001
2171,pi++n+n+n+n+p+p+T3+He4+Al27,1,0.001
2172,pi-+n+n+n+n+p+p+p+D2+D2+He4+N13,1,0.001
2173,n+n+n+p+He4+He4+He4+He4+He4+He4,1,0.001
