,Reaction Products,Counts,Frequency [%]
1515,pi-+n+p+Li6+Be6,1,0.001
1516,n+n+n+n+p+p+He4+C12+C12+F18,1,0.001
1517,n+p+p+T3+He4+He4+Al27,1,0.001
1518,pi-+n+p+p+Mg25+Al27,1,0.001
1519,n+n+n+p+p+p+D2+T3+T3+He4+He4+Li6,1,0.001
1520,n+p+p+p+p+He4+He8+B11+C12,1,0.001
1521,p+C12+C13,1,0.001
1522,n+n+n+n+n+p+D2+He3+He4+Li6+Be7,1,0.001
1523,pi-+n+He3+He3+Li6,1,0.001
1524,n+p+D2+He4+Li7+C13,1,0.001
1525,n+n+n+n+p+p+p+He4+He4+Li6+Li7,1,0.001
1526,n+p+p+D2+H4+He4+C12,1,0.001
1527,n+n+p+p+D2+D2+Be9+B11,1,0.001
1528,pi-+p+p+p+p+T3+He6,1,0.001
1529,pi-+p+p+p+p,1,0.001
1530,p+p+T3+He4+Li6+C12+C12,1,0.001
1531,pi-+n+p+p+D2+Na23,1,0.001
1532,n+n+n+n+p+p+Be7+Al27,1,0.001
1533,pi-+n+n+p+p+He4+C12+Ne20,1,0.001
1534,pi-+n+n+n+n+He3+B7,1,0.001
1535,n+p+p+He4+Li7+C12+C12+C12+C12,1,0.001
1536,pi-+n+p+He4+He4+Li6+C12,1,0.001
1537,p+p+C12+C12+C12+C12+C13,1,0.001
1538,n+n+C11+C13,1,0.001
1539,n+n+n+n+p+p+p+p+D2+He4+C12+C14,1,0.001
1540,pi-+p+p+p+Na25,1,0.001
1541,n+n+n+n+n+n+p+p+p+p+p+He3+C12,1,0.001
1542,p+p+p+C12+C12+C12+C12+C12+C12+C13,1,0.001
1543,n+n+n+n+p+p+He3+He4+Al27,1,0.001
1544,n+n+n+p+p+D2+Li7+N14,1,0.001
1545,n+n+n+n+p+p+p+p+T3+He3+He4+He4+He6,1,0.001
1546,n+p+p+p+p+B11+Al27,1,0.001
1547,n+n+n+n+p+p+p+He4+He4+C13,1,0.001
1548,n+n+n+p+p+Li6+O17,1,0.001
1549,pi-+p+p+p+T3+He4+He4+C12+C12,1,0.001
1550,n+n+n+n+p+p+p+He3+He4+Al27,1,0.001
1551,pi-+p+p+p+He4+Li7+C12,1,0.001
1552,pi-+n+p+p+D2+D2+D2+He4+C12+C12,1,0.001
1553,pi-+n+n+p+p+p+He3+F20,1,0.001
1554,n+n+n+p+p+p+D2+He6,1,0.001
1555,pi-+n+n+p+He4+Na21,1,0.001
1556,pi-+n+n+p+p+p+p+D2+T3+He4+C13,1,0.001
1557,pi++n+n+n+p+p+p+T3+H4+C12,1,0.001
1558,n+n+p+C11+C12+C12+C12+C12,1,0.001
1559,n+n+He4+Li6+C12+O16,1,0.001
1560,n+n+n+n+p+p+p+D2+D2+T3+He4+He4+Li6,1,0.001
1561,n+n+p+p+p+C12+C12+Na24,1,0.001
1562,n+n+n+n+n+n+n+p+p+p+p+p+p+T3+C12,1,0.001
1563,n+n+n+p+p+He4+Li6,1,0.001
1564,pi++n+n+n+n+n+p+He3+He4+C12+C12,1,0.001
1565,pi-+n+n+p+p+D2+He4+He4+He4+He4+Li6,1,0.001
1566,p+p+D2+He4+Li7+C12,1,0.001
1567,n+p+p+p+D2+Be9+C12,1,0.001
1568,n+n+p+p+He3+He4+He4+C12,1,0.001
1569,n+n+n+n+p+p+C12+Mg23,1,0.001
1570,pi++n+n+n+n+n+p+He3+He4+C12,1,0.001
1571,pi++n+n+n+n+n+n+p+p+He4+He4+He4+He4+He4,1,0.001
1572,pi++n+n+n+D2+D2+D2+He4,1,0.001
1573,p+T3+He4+Li6,1,0.001
1574,n+n+n+p+p+p+He6+O16,1,0.001
1575,p+p+He4+Be9+C12+Al27,1,0.001
1576,n+n+n+p+D2+He4+Li4,1,0.001
1577,p+p+T3+Be9,1,0.001
1578,n+n+n+p+p+p+D2+He3+He6+B11+C12,1,0.001
1579,n+n+n+n+n+p+p+p+p+Li7+C12,1,0.001
1580,n+p+p+B11+C12+N15,1,0.001
1581,n+n+p+p+p+D2+He6+C12+C12,1,0.001
1582,pi-+n+n+p+p+p+D2+He4+He4+Li6+Li7,1,0.001
1583,pi-+n+n+n+p+p+p+p+He4+C12+O17,1,0.001
1584,pi-+n+n+n+n+p+p+p+p+C13+Ne20,1,0.001
1585,n+D2+B10+C12+C12,1,0.001
1586,n+p+p+He4+Li7+C13,1,0.001
1587,n+n+p+p+p+Be9+C14,1,0.001
1588,n+n+p+p+D2+D2+He4+N16,1,0.001
1589,n+n+n+n+n+p+p+p+p+p+T3+He4+He4+Li7,1,0.001
1590,n+n+n+n+n+p+p+p+D2+He4+C12+N14,1,0.001
1591,n+n+n+n+n+p+p+p+D2+F18,1,0.001
1592,pi-+n+n+p+p+p+D2+He3+He4+C12,1,0.001
1593,pi++n+n+n+n+p+p+C12+Ne22,1,0.001
1594,n+n+n+n+n+p+p+p+T3+He3,1,0.001
1595,pi++n+p+He6+Li6,1,0.001
1596,n+n+p+p+p+p+p+p+He7,1,0.001
1597,n+n+n+p+D2+D2+He4+He4+He4+He4+He4,1,0.001
1598,n+n+p+p+D2+T3+He4+He4+B11,1,0.001
1599,p+p+p+p+p+C12+C12+C12+C12+Al27,1,0.001
1600,n+n+n+p+p+D2+Li6+C12+N15,1,0.001
1601,n+n+n+n+p+p+p+He3+Be9+Be9,1,0.001
1602,n+n+p+p+p+p+p+C12+Na24,1,0.001
1603,n+p+p+p+D2+B10+C12,1,0.001
1604,n+n+n+n+n+p+p+He3+Li4,1,0.001
1605,pi++n+n+n+n+n+p+p+He4+O17,1,0.001
1606,n+n+p+p+T3+Li7+C12,1,0.001
1607,n+p+p+p+p+C12+C12+C12+C12,1,0.001
1608,n+n+n+p+p+p+D2+He4+He4,1,0.001
1609,n+n+n+p+p+D2+D2+He4+C12+C13,1,0.001
1610,n+n+n+p+p+He4+He4+He4+B11+Al27,1,0.001
1611,n+p+p+Li7+O18,1,0.001
1612,p+p+He6+Li6+Al27,1,0.001
1613,pi-+p+p+p+p+T3+He6+C12,1,0.001
1614,n+n+p+p+He4+He4+He4+B12,1,0.001
1615,n+n+n+p+p+p+p+p+O20,1,0.001
1616,pi-+n+n+p+p+D2+He4+He4+C12,1,0.001
1617,n+n+n+n+n+n+n+p+p+p+p+D2+He4+C11+C12,1,0.001
1618,pi-+pi-+n+n+p+p+p+p+He3+He4,1,0.001
1619,pi++n+n+p+D2+D2+He6,1,0.001
1620,n+p+He4+Li8+C12,1,0.001
1621,pi-+n+n+n+p+p+p+p+p+D2+He4+C14,1,0.001
1622,n+n+n+n+B10+O14,1,0.001
1623,n+n+n+n+p+He4+Be7+C12+C12,1,0.001
1624,pi-+n+n+n+n+p+p+p+He3+He4+C12,1,0.001
1625,pi++n+n+p+T3+Li8,1,0.001
1626,n+n+n+n+p+p+D2+He3+He4+C13,1,0.001
1627,pi++n+n+n+p+p+p+Li8+C12+C12+C12,1,0.001
1628,n+p+p+He4+He4+He4+Al27,1,0.001
1629,n+p+p+He4+Na23,1,0.001
1630,pi-+n+n+n+p+p+p+He3+He4+C13,1,0.001
1631,n+n+p+p+p+p+F22,1,0.001
1632,pi-+pi++n+p+p+Be10+C12,1,0.001
1633,pi-+n+n+n+p+p+p+p+He3+He4+C12,1,0.001
1634,pi-+n+p+p+p+p+p+T3+H4,1,0.001
1635,n+n+n+p+p+p+D2+He6+N14,1,0.001
1636,pi++n+n+C12+C13+Mg26,1,0.001
1637,n+n+n+n+n+p+p+p+p+D2+D2+C12+C12,1,0.001
1638,n+n+n+p+p+p+p+C12+Ne22,1,0.001
1639,n+n+p+p+p+D2+T3+T3+Al27,1,0.001
1640,n+p+D2+He4+He6,1,0.001
1641,pi-+n+T3+C9+C12,1,0.001
1642,n+n+n+p+D2+D2+Ne20,1,0.001
1643,n+n+C13+N13,1,0.001
1644,n+n+p+He4+He4+He4+C13,1,0.001
1645,n+p+p+D2+Li8+C12+C12+C12+C12,1,0.001
1646,pi++n+n+D2+Be9+C12,1,0.001
1647,n+n+n+n+n+p+p+p+D2+He3+He4+B11,1,0.001
1648,n+n+p+p+p+C11+C12+C12,1,0.001
1649,pi-+n+p+C12+C12+Al26,1,0.001
1650,n+n+n+n+n+p+p+p+p+He4+He4+C12,1,0.001
1651,n+n+n+n+p+p+p+p+Na22,1,0.001
1652,pi-+n+n+n+n+p+p+p+p+p+He4+C12+N15,1,0.001
1653,pi-+n+n+n+n+p+p+p+p+p+C12+Ne20,1,0.001
1654,n+p+p+p+T3+H4+He3,1,0.001
1655,n+n+n+p+p+D2+D2+D2+T3+Li7+Be7,1,0.001
1656,n+p+C13,1,0.001
1657,n+n+n+n+p+p+D2+T3+He3+He4+He4+Li6+C12,1,0.001
1658,n+n+n+n+n+p+p+D2+D2+He3+He4+He4+Li6,1,0.001
1659,pi++n+n+n+p+D2+T3+He4+He4+B11,1,0.001
1660,n+p+p+p+C12+Al27,1,0.001
1661,p+p+He4+Li8+C12,1,0.001
1662,n+n+n+He3+He4+F18,1,0.001
1663,n+n+n+p+p+D2+D2+He4+C13,1,0.001
1664,n+p+Be9+C12+O17,1,0.001
1665,pi-+n+n+n+n+p+p+p+p+D2+He4,1,0.001
1666,pi-+n+n+p+D2+C12+Mg23,1,0.001
1667,n+n+n+n+n+p+p+p+p+He4+He4+B11,1,0.001
1668,pi-+n+N12+Al27,1,0.001
1669,n+n+n+n+n+p+Mg22,1,0.001
1670,n+n+p+p+p+D2+T3+He4+C12+Al27,1,0.001
1671,n+n+n+p+p+p+p+He4+He4+C12+C12+C12,1,0.001
1672,n+n+p+p+p+p+D2+T3+He4+C12,1,0.001
1673,n+n+n+p+p+D2+T3+T3+He3+He4+He4+He4,1,0.001
1674,n+n+n+n+n+p+p+D2+Li4+C12,1,0.001
1675,pi-+n+n+p+D2+D2+Be6+C12,1,0.001
1676,n+D2+T3+Na22,1,0.001
1677,n+n+n+n+p+p+p+He4+He4+N14,1,0.001
1678,pi-+n+p+He3+He4+C12+F19,1,0.001
1679,pi-+pi-+n+p+p+p+He3+Li6,1,0.001
1680,n+n+p+p+B10+Al27,1,0.001
1681,n+n+n+p+p+p+p+D2+Li6+C12+C12,1,0.001
1682,pi-+Li6+Be7,1,0.001
1683,p+p+Na26,1,0.001
1684,n+n+n+n+n+p+p+B7,1,0.001
1685,pi-+n+n+n+p+p+p+p+He4+He4+He4+Be9,1,0.001
1686,n+n+n+p+p+C12+Al25,1,0.001
1687,n+n+n+p+p+p+T3+F19,1,0.001
1688,n+n+n+n+p+p+Li6+C13+O16,1,0.001
1689,pi-+n+n+p+He3+He4+He4,1,0.001
1690,n+n+p+p+He4+He4+He4+B12+C12,1,0.001
1691,pi-+n+n+p+p+C12+Al25,1,0.001
1692,n+p+p+D2+T3+Li6,1,0.001
1693,p+p+C13,1,0.001
1694,pi++n+n+n+p+p+p+F22,1,0.001
1695,n+p+D2+He4+Li6+C12+C12,1,0.001
1696,n+n+n+p+p+D2+He4+Li6+C12+C12,1,0.001
1697,n+n+n+p+D2+He4+He4+He4+He4+Li6,1,0.001
1698,n+p+C12+C12+C12+C12+C12+C12+C12+C12,1,0.001
1699,pi++n+p+D2+He4+He6,1,0.001
1700,n+n+n+p+p+p+D2+Be7+C12,1,0.001
1701,n+p+p+p+Be11+C12,1,0.001
1702,n+n+n+p+p+D2+He4+Be7+Be10,1,0.001
1703,p+H4+He4+He4,1,0.001
1704,n+p+He4+He4+He4+C12+C12+C13,1,0.001
1705,n+n+p+D2+Be9,1,0.001
1706,n+n+p+He4+Be7+C13,1,0.001
1707,n+n+C12+C13+Al26,1,0.001
1708,p+p+D2+Be10+C12+C12+C12,1,0.001
1709,n+n+n+p+p+p+D2+D2+He4+C12+Al27,1,0.001
1710,n+n+p+p+He4+Li6+C12+N15,1,0.001
1711,n+n+p+p+p+p+p+T3+H4,1,0.001
1712,p+p+p+C12+C12+C12+Al27,1,0.001
1713,n+n+p+He4+C12+Na22,1,0.001
1714,n+n+n+p+He4+C12+C12+Ne20,1,0.001
1715,pi-+p+p+p+He4+He6,1,0.001
1716,n+n+n+n+p+p+p+C12+C12+Ne21,1,0.001
1717,n+n+n+n+p+p+p+p+D2+T3+He4+B11,1,0.001
1718,n+p+He4+C12+C12+Na23,1,0.001
1719,pi-+n+n+p+p+D2+T3+Li4,1,0.001
1720,pi-+n+n+n+p+p+p+p+p+D2+T3+C12,1,0.001
1721,pi-+n+Li6+Be6+C13,1,0.001
1722,n+n+p+p+p+p+B10+C12,1,0.001
1723,pi++n+n+n+p+p+p+D2+He6+C12,1,0.001
1724,pi-+n+p+p+p+T3+T3+He3,1,0.001
1725,n+n+p+p+D2+T3+He4+C12+C12+C13,1,0.001
1726,n+n+n+n+n+p+p+D2+D2+D2+He3+C12,1,0.001
1727,n+n+n+p+p+He4+C12+Ne20,1,0.001
1728,pi-+n+p+p+He3+He4+He4+C12+C12,1,0.001
1729,pi++n+n+n+n+p+p+He4+O18,1,0.001
1730,n+n+n+n+n+p+p+p+p+D2+D2+D2+C13,1,0.001
1731,n+n+n+n+p+p+p+D2+D2+He4+C13,1,0.001
1732,pi++p+He6+He6,1,0.001
1733,n+n+p+C12+Al27,1,0.001
1734,n+p+p+p+p+p+p+C12+C12,1,0.001
1735,n+n+n+p+p+He3+Li6+C12+C14,1,0.001
1736,n+n+p+p+p+Be9+N15,1,0.001
1737,n+n+p+p+p+Mg25,1,0.001
1738,pi-+n+n+n+p+p+p+p+p+D2+He4+C12+C12,1,0.001
1739,pi-+n+p+p+p+p+Be9+C12,1,0.001
1740,n+n+p+D2+B10+C13,1,0.001
1741,p+p+p+He4+Be9,1,0.001
1742,pi++n+n+n+n+D2+Be7,1,0.001
1743,n+n+n+p+p+D2+He4+F18,1,0.001
1744,n+n+n+p+p+D2+Be7+C12,1,0.001
1745,n+n+n+p+p+p+p+T3+T3+Al27,1,0.001
1746,n+n+p+p+D2+He4+He4+C12+C13,1,0.001
1747,p+p+D2+B11+C12+Al27,1,0.001
1748,p+Li6+Li7+C12+C12+C12+C12,1,0.001
1749,pi++p+p+D2+Li10,1,0.001
1750,pi++n+p+D2+T3+T3+T3,1,0.001
1751,p+p+p+C12+C12+C13,1,0.001
1752,pi-+n+p+p+p+p+C12+Ne23,1,0.001
1753,p+p+p+p+p+C13,1,0.001
1754,p+C12+C12+Al27,1,0.001
1755,n+n+p+p+C12+Al26,1,0.001
1756,n+n+n+p+p+p+B10+C13,1,0.001
1757,n+n+n+p+T3+He3+He4+He4+He4+Li6,1,0.001
1758,n+p+p+Be10+C13,1,0.001
1759,n+n+p+p+B11+C12+C12,1,0.001
1760,n+p+p+p+p+D2+He7,1,0.001
1761,n+p+C12+C13,1,0.001
1762,pi-+n+n+p+p+He4+Be6,1,0.001
1763,n+n+n+p+He4+He4+C12+C12+O16,1,0.001
1764,n+n+p+p+p+p+He4+O19,1,0.001
1765,pi-+n+C12+C13+N12,1,0.001
1766,n+n+n+p+p+p+T3+Li6+C13,1,0.001
1767,n+n+n+n+n+n+n+p+p+p+p+p+D2+T3+He3+He4+He4+C12,1,0.001
1768,pi-+n+n+D2+D2+B7,1,0.001
1769,n+n+n+p+p+p+T3+T3+He4+He4+He4+He4,1,0.001
1770,pi-+n+p+p+p+T3+He4+He4+Li6+Li7,1,0.001
1771,p+p+p+Al27,1,0.001
1772,pi++n+n+p+C12+Na25,1,0.001
1773,n+n+n+p+p+p+He4+He4+C14,1,0.001
1774,n+n+n+p+p+p+p+He4+He4+C13,1,0.001
1775,n+n+n+n+n+n+p+p+p+p+D2+D2+Li7+Be7,1,0.001
1776,n+p+C13+Mg26,1,0.001
1777,n+n+n+n+n+p+p+p+p+p+T3+N15,1,0.001
1778,n+p+He4+He4+He4+C13,1,0.001
1779,n+p+p+B12,1,0.001
1780,n+n+n+n+n+p+p+p+p+p+p+p+D2+D2,1,0.001
1781,n+n+n+n+p+He4+He4+O15,1,0.001
1782,pi-+n+N13,1,0.001
1783,pi++n+n+n+n+p+He4+C12+F19,1,0.001
1784,n+p+p+p+p+Li9+C12+C12,1,0.001
1785,n+n+n+p+p+p+He4+He4+He4+B11,1,0.001
1786,n+n+D2+He4+Ne20,1,0.001
1787,p+p+D2+T3+He4+He4+C12,1,0.001
1788,n+n+n+p+He3+Li7,1,0.001
1789,pi-+p+He4+He4+He4+C12+C12+C12,1,0.001
1790,pi-+n+n+p+p+Al25+Al27,1,0.001
1791,n+n+n+n+n+p+p+p+C12+C12+Ne20,1,0.001
1792,pi-+n+p+p+B10+C12+Al27,1,0.001
1793,n+n+n+p+p+p+D2+D2+D2+D2+C14,1,0.001
1794,n+n+n+n+n+p+p+B7+C12,1,0.001
1795,pi-+n+n+n+p+p+p+p+D2+D2+D2+T3+He4+He4+He4,1,0.001
1796,pi-+n+n+p+B10+C12+O15,1,0.001
1797,pi-+n+p+p+p+p+Na24,1,0.001
1798,n+p+p+p+D2+He7+C12,1,0.001
1799,n+n+p+p+D2+D2+T3+He3+C12,1,0.001
1800,n+n+p+p+Li6+C12+C12+O18,1,0.001
1801,n+p+p+p+D2+H4+He4,1,0.001
1802,p+p+He4+Be9+C12+C12,1,0.001
1803,pi-+n+n+n+n+n+p+p+p+p+p+p+D2+C12,1,0.001
1804,pi-+n+n+D2+C9+C12,1,0.001
1805,n+n+n+p+T3+He3+He4+N14,1,0.001
1806,n+p+Li6+Ne21,1,0.001
1807,n+n+n+p+D2+He4+Li6+C12+C12,1,0.001
1808,pi-+n+n+p+p+p+D2+Be7+C12,1,0.001
1809,n+p+p+p+He4+He4+Li8+Li8,1,0.001
1810,n+n+n+p+p+p+D2+Ne21,1,0.001
1811,n+p+p+D2+D2+He6+C12,1,0.001
1812,pi-+p+p+p+Mg26,1,0.001
1813,n+n+n+n+n+p+p+p+p+He4+C12+C12+C12,1,0.001
1814,n+p+p+p+Be10+C12+C13,1,0.001
1815,n+n+n+n+n+n+n+p+p+p+p+p+p+D2+D2+He4+Li7,1,0.001
1816,n+n+p+He4+Li6+C12+C13,1,0.001
1817,pi++n+n+n+He4+Li7+C12,1,0.001
1818,n+n+n+p+D2+D2+He4+C12+O16,1,0.001
1819,n+n+p+p+T3+He4+Li6+B11,1,0.001
1820,n+n+p+He4+Li6+C12+C12+C13,1,0.001
1821,pi-+n+p+He3+He4+He4+C12+C12,1,0.001
1822,pi++n+n+C12+C13,1,0.001
1823,n+n+p+p+T3+He4+O17,1,0.001
1824,n+n+n+p+p+D2+Be7+C12+C12,1,0.001
1825,n+p+p+p+D2+He7+C12+C12,1,0.001
1826,n+p+He4+Li7+C12+C12+C12+C12,1,0.001
1827,pi-+n+p+p+p+Be9+Al27,1,0.001
1828,pi-+n+n+p+p+C12+C12,1,0.001
1829,pi-+n+p+C11+C12+C12+C12+C12+C12,1,0.001
1830,n+n+n+n+p+p+p+p+T3+He4+He4+Be9+C12,1,0.001
1831,pi++n+n+n+n+p+p+T3+He4+C12+C12+C12,1,0.001
1832,p+He6+Li6+C12+C12,1,0.001
1833,n+n+n+n+p+p+D2+He3+He3+C12,1,0.001
1834,pi-+n+n+n+n+n+p+p+p+p+p+He3+C12,1,0.001
1835,pi-+n+p+p+D2+He4+He4+C12+Al27,1,0.001
1836,pi-+n+p+p+Al26,1,0.001
1837,n+n+n+p+D2+He4+He4+C12+N14,1,0.001
1838,n+n+D2+He4+Li6+N14,1,0.001
1839,n+n+p+p+T3+T3+He4+N14,1,0.001
1840,n+n+n+p+D2+D2+He4+He4+C12,1,0.001
1841,pi-+n+p+p+He4+Li6+C12+C12,1,0.001
1842,n+n+n+p+p+p+p+T3+T3+C12+C12,1,0.001
1843,n+n+n+n+p+p+He4+He4+He4+He4+Li6,1,0.001
1844,n+n+n+n+p+p+D2+Be6+C12+C12,1,0.001
1845,n+n+p+p+p+T3+Li8+C12,1,0.001
1846,n+n+n+D2+He4+Li4+C12,1,0.001
1847,n+n+n+n+n+p+p+p+p+He4+C12+C13,1,0.001
1848,n+n+n+p+p+He4+He4+C12+N15,1,0.001
1849,p+p+He4+Ne23,1,0.001
1850,n+n+n+n+p+p+p+T3+T3+He4+C11,1,0.001
1851,n+n+p+p+p+D2+Li7+C12+C12,1,0.001
1852,n+n+C12+C12+Al26+Al27,1,0.001
1853,n+n+He4+Be7+C12+Al27,1,0.001
1854,n+n+n+p+p+D2+He4+C12+O17,1,0.001
1855,n+D2+C12+Mg25,1,0.001
1856,n+n+p+p+Be9+C12+C13,1,0.001
1857,n+n+n+n+p+p+p+He4+Li7+B10,1,0.001
1858,n+n+n+p+p+D2+He4+Li6+B11,1,0.001
1859,n+n+n+n+p+p+D2+Li6+N14,1,0.001
1860,n+n+p+p+He4+Li6+C14,1,0.001
1861,pi++n+n+n+n+n+p+p+p+D2+He4+C12,1,0.001
1862,n+n+p+He4+He4+O17,1,0.001
1863,pi-+n+p+p+C12+C12,1,0.001
1864,n+p+p+p+p+T3+He4+He4+C12+C12,1,0.001
1865,n+n+n+p+p+T3+He4+He4+Li6+Li6,1,0.001
1866,n+p+D2+D2+T3+He4+C12+C12,1,0.001
1867,n+n+n+n+p+p+Be7+C12+C13,1,0.001
1868,pi-+n+p+p+p+D2+H4+He3,1,0.001
1869,n+n+n+n+n+n+p+p+p+p+p+D2+T3+He4+He4+He4,1,0.001
1870,n+n+p+p+D2+He4+He4+C12+C14,1,0.001
1871,n+n+C12+Al26+Al27,1,0.001
1872,n+He4+He4+He4+C12+N15,1,0.001
1873,pi-+n+p+C12+Al27,1,0.001
1874,n+n+p+D2+He4+He4+C12+N15,1,0.001
1875,n+n+n+n+p+p+p+D2+D2+T3+T3+He3+He4+He4,1,0.001
1876,n+n+n+He4+Be7+C12,1,0.001
1877,n+n+n+p+C12+C12,1,0.001
1878,n+n+He4+He4+He4+He4+B10,1,0.001
1879,n+n+n+n+p+D2+He3+He3+C13,1,0.001
1880,n+n+T3+He4+He4+He4+C11,1,0.001
1881,n+p+p+B11+C12+C12+C12+C12,1,0.001
1882,n+n+p+p+Be9+Al27,1,0.001
1883,n+n+n+p+He4+Be7+C12+C13,1,0.001
1884,pi-+n+p+He3+He4+He4+C13,1,0.001
1885,n+n+n+n+p+p+D2+He3+He3,1,0.001
1886,pi-+n+n+n+p+p+D2+Na21,1,0.001
1887,pi-+pi++n+n+He3+He4+He4,1,0.001
1888,n+n+n+p+T3+He3+He3+C12+C12,1,0.001
1889,n+n+n+n+n+p+p+p+Li6,1,0.001
1890,n+n+p+p+He4+C12+Ne21,1,0.001
1891,pi-+n+n+n+p+He4+He4+He4+He4+B8,1,0.001
1892,p+p+p+p+He9,1,0.001
1893,pi-+n+n+n+p+p+p+p+D2+D2+D2,1,0.001
1894,pi++n+n+n+n+D2+Na22,1,0.001
1895,p+p+T3+He4+Li6,1,0.001
1896,p+p+p+D2+Be10,1,0.001
1897,n+n+n+p+p+D2+T3+Li4,1,0.001
1898,n+D2+T3+He4+Li6+C12,1,0.001
1899,n+He4+C12+Na23,1,0.001
1900,n+n+p+p+p+Be10+C12+C12,1,0.001
1901,n+n+n+p+p+p+D2+D2+He4+Al27,1,0.001
1902,pi-+n+n+p+p+p+p+p+He6+C12,1,0.001
1903,pi-+n+p+p+p+p+D2+D2+H4+C12,1,0.001
1904,n+n+n+n+n+p+p+p+p+p+D2+D2+C12,1,0.001
1905,n+n+n+p+D2+Li6+C12+O16,1,0.001
1906,n+n+n+n+n+p+p+D2+He3+O16,1,0.001
1907,n+n+n+p+p+p+p+D2+Be7+C12,1,0.001
1908,pi-+n+p+p+p+He3+He6+C12,1,0.001
1909,pi++n+n+n+n+n+p+D2+D2+He4,1,0.001
1910,pi-+n+p+D2+D2+He4+He4,1,0.001
1911,pi++n+n+n+He4+Li7,1,0.001
1912,n+n+n+n+p+p+p+p+D2+He4+C12+C12+C12,1,0.001
1913,n+p+p+He6+Li6+C12,1,0.001
1914,p+p+p+D2+B11+Al27,1,0.001
1915,n+n+He4+Be7+C12+C13,1,0.001
1916,pi-+n+p+p+He4+Be7+C12,1,0.001
1917,n+p+p+D2+Be9+C12+C12,1,0.001
1918,n+n+p+He4+Be7+Al27,1,0.001
1919,pi-+pi++n+n+n+C10,1,0.001
1920,pi-+n+n+n+p+p+p+D2+Li6+N14,1,0.001
1921,pi-+pi++n+n+p+Mg25,1,0.001
1922,n+n+p+p+D2+Li7+C12+C12+C12,1,0.001
1923,p+p+D2+B11+C12+C12+C12+C13,1,0.001
1924,n+n+p+He4+He4+He4+C12+C12,1,0.001
1925,p+He4+Be9+C12+C12+C12+C12+Al27,1,0.001
1926,n+p+p+p+p+C12+C12+C12+C12+C12+C12,1,0.001
1927,n+n+n+p+D2+D2+T3+He3+He4+He4+Li6,1,0.001
1928,pi-+n+n+n+n+p+p+p+p+p+D2+D2+C12,1,0.001
1929,n+n+He4+C12+C12+Na22,1,0.001
1930,n+n+p+p+p+D2+D2+H4+C12,1,0.001
1931,n+n+p+p+p+C12+C12+Ne23,1,0.001
1932,pi++n+n+n+n+n+n+p+p+He4+He4+C12,1,0.001
1933,pi++n+n+n+n+n+p+He4+F18,1,0.001
1934,pi++n+n+n+n+n+p+p+D2+D2+D2+Al27,1,0.001
1935,n+n+n+n+p+p+p+D2+D2+D2+C12,1,0.001
1936,pi-+pi-+n+p+N11,1,0.001
1937,n+n+p+p+p+He3+He4+He4+C12+C12,1,0.001
1938,n+n+p+p+D2+T3+He4+N15,1,0.001
1939,pi-+n+p+p+p+p+p+Be9+C12,1,0.001
1940,n+p+D2+D2+He4+He4+C12+C12,1,0.001
1941,pi-+n+n+p+p+p+p+D2+D2+He4+C12,1,0.001
1942,n+n+p+D2+Mg24,1,0.001
1943,pi++n+n+n+n+n+p+p+p+D2+T3+C12+C12,1,0.001
1944,pi-+n+n+n+p+C9+C12+C12,1,0.001
1945,n+p+D2+He3+He6,1,0.001
1946,n+n+n+n+p+p+Na22+Al27,1,0.001
1947,n+n+n+p+p+p+p+p+Li7+C12,1,0.001
1948,n+n+n+p+p+p+Mg24,1,0.001
1949,n+n+p+p+p+Li8+C12+C12+O16,1,0.001
1950,pi++n+n+n+n+p+He4+He4+Al27,1,0.001
1951,p+T3+He4+Li6+C12+C12,1,0.001
1952,n+D2+B11,1,0.001
1953,pi++n+n+n+D2+D2+T3+He3,1,0.001
1954,pi-+pi++n+n+n+n+p+p+p+T3+He4,1,0.001
1955,n+n+n+n+p+p+p+p+Li7+C13,1,0.001
1956,n+n+p+B10+C12+C12+C13,1,0.001
1957,n+n+n+n+n+n+p+p+p+p+p+D2+Al27,1,0.001
1958,n+n+n+T3+He3+Li4,1,0.001
1959,n+n+He4+He4+C12+F18,1,0.001
1960,n+p+p+p+T3+T3+He4+C12,1,0.001
1961,pi++n+n+B12+C12,1,0.001
1962,p+p+p+T3+B10,1,0.001
1963,pi-+n+n+n+p+p+p+Be7+N15,1,0.001
1964,pi-+pi-+n+p+p+p+p+T3+He4+He4+C12,1,0.001
1965,n+n+n+n+p+p+D2+Li6+C12+C12+N14,1,0.001
1966,pi-+p+p+p+D2+H4+He4,1,0.001
1967,n+p+p+p+p+Be10+C12,1,0.001
1968,n+n+n+n+p+C9+C12,1,0.001
1969,n+n+n+p+p+T3+He4+He4+He4+He4+He4+C12,1,0.001
1970,n+n+p+p+Be10+C12+C12,1,0.001
1971,pi++n+n+He4+Li7+C12+Al27,1,0.001
1972,n+n+n+He4+He4+Be7+B10,1,0.001
1973,n+n+n+n+p+p+D2+D2+He4+Li7+Be7+Al27,1,0.001
1974,p+p+p+p+T3+He7,1,0.001
1975,n+p+D2+He4+He6+C12,1,0.001
1976,pi-+n+n+n+n+p+p+p+p+D2+D2+D2+D2+C12,1,0.001
1977,n+p+p+D2+D2+T3+He4+C12,1,0.001
1978,n+n+p+p+p+He4+O19,1,0.001
