,Reaction Products,Counts,Frequency [%]
1037,pi++n+n+n+n+n+n+p+p+p+D2+D2,2,0.002
1038,p+p+T3+H4+He4,2,0.002
1039,p+Li6+Li7,2,0.002
1040,pi-+n+n+n+p+p+p+p+D2+He4+Al27,2,0.002
1041,n+n+p+D2+He4+He4+C12+C12+C12+C12,2,0.002
1042,n+n+n+n+n+n+p+p+p+D2+D2+He3+He4+He4+He4,2,0.002
1043,n+n+n+p+p+p+Be10+C12,2,0.002
1044,n+n+p+p+p+p+Be9+C12,2,0.002
1045,pi-+p+C13,2,0.002
1046,n+p+He6+Li6+C12,2,0.002
1047,n+n+p+p+C12+C12+Mg25,2,0.002
1048,pi-+n+p+p+p+p+D2+Li7,2,0.002
1049,n+n+p+T3+He4+F18,2,0.002
1050,n+n+p+p+p+Be10+N14,2,0.002
1051,n+n+p+p+p+T3+F20,2,0.002
1052,pi-+n+p+p+D2+D2+T3+He3,2,0.002
1053,n+n+He4+Li6+O16,2,0.002
1054,n+n+n+p+T3+He3+He4,2,0.002
1055,pi-+n+p+p+He4+He4+O17,2,0.002
1056,n+n+n+p+p+p+D2+F20,2,0.002
1057,n+He4+Be9+C12,2,0.002
1058,n+n+He4+He4+He4+C12+C12,2,0.002
1059,pi-+pi++n+n+p+He4+Li6+C12,2,0.002
1060,n+n+p+p+p+p+D2+Li7,2,0.002
1061,n+n+n+p+p+p+D2+Be9+C12,2,0.002
1062,pi++n+p+T3+Li8,2,0.002
1063,n+n+p+p+Li7+O17,2,0.002
1064,n+n+n+n+p+C12+Mg23,2,0.002
1065,pi-+n+p+p+p+p+D2+He6,2,0.002
1066,pi-+n+p+D2+D2+He3+He4+C12,2,0.002
1067,p+p+He6+Li6+C12+C12,2,0.002
1068,p+D2+He4+He6+C12,2,0.002
1069,n+n+p+p+p+p+D2+He6,2,0.002
1070,n+n+p+C12+C13,2,0.002
1071,n+p+H4+He3+He4,2,0.002
1072,n+n+n+n+n+p+p+p+p+F19,2,0.002
1073,n+n+n+D2+D2+Be6+C12,2,0.002
1074,p+p+Be12,2,0.002
1075,pi++n+n+n+T3+He3+He4+C12,2,0.002
1076,n+n+p+p+B10+C14,2,0.002
1077,pi-+n+p+p+p+p+D2+T3+He4,2,0.002
1078,n+p+p+C12+Na25,2,0.002
1079,pi-+n+p+p+p+Be10,2,0.002
1080,n+n+n+n+p+D2+He3+He4+C12,2,0.002
1081,n+n+n+p+p+D2+Li7,2,0.002
1082,n+n+n+n+p+p+p+p+He3+He4+C12,2,0.002
1083,n+n+n+p+T3+Be6+C12,2,0.002
1084,n+n+n+n+p+B8+C12,2,0.002
1085,pi++n+n+n+p+Be9+C12+C12,2,0.002
1086,pi-+n+p+D2+Mg24,2,0.002
1087,n+n+p+D2+D2+D2+He4+C12+C12,2,0.002
1088,n+n+p+p+p+p+He7+C12+C12,2,0.002
1089,n+p+p+p+He4+Li7+C12+C12,2,0.002
1090,pi-+n+n+n+p+p+C9,2,0.002
1091,n+p+D2+Na24,2,0.002
1092,pi-+n+n+p+C12+Al25,2,0.002
1093,n+n+n+p+He3+Ne21,2,0.002
1094,n+n+n+n+n+n+p+p+p+p+p+D2+C12+C12,2,0.002
1095,pi-+n+p+p+D2+He4+He4+C12+C12+C12,2,0.002
1096,pi-+pi++n+n+C11,2,0.002
1097,n+n+p+p+D2+He4+He4+C13,2,0.002
1098,p+p+B12+C12,2,0.002
1099,pi-+n+D2+He3+Be7,2,0.002
1100,pi-+n+n+p+He3+Be7+C12,2,0.002
1101,n+n+p+p+Be9+C12+N15,2,0.002
1102,pi-+n+n+p+p+p+Be9,2,0.002
1103,n+n+n+p+He4+Li6+C12,2,0.002
1104,pi-+n+n+n+n+p+p+p+p+p+p+He4+C12,2,0.002
1105,n+n+n+n+n+p+p+p+p+T3+He4+He4+He4+He4,2,0.002
1106,n+p+D2+T3+Li6+C12,2,0.002
1107,n+n+p+D2+C12+Mg24,2,0.002
1108,n+n+n+n+p+p+p+He3+He4+C12+C12,2,0.002
1109,n+n+p+p+p+p+p+Li8,2,0.002
1110,pi-+n+n+p+p+He4+He4+He4+He4+He4+He4,2,0.002
1111,n+n+n+p+D2+He3+He4+Al27,2,0.002
1112,n+n+n+n+n+n+p+p+p+p+p+He4+C13,2,0.002
1113,p+p+p+p+p+C12+C12+C12+C12,2,0.002
1114,pi-+n+p+p+He4+Be7+C12+C12,2,0.002
1115,pi-+n+n+p+He4+Be6+C12,2,0.002
1116,n+n+p+T3+He3+He4+Al27,2,0.002
1117,n+n+n+p+p+D2+He3+He4+C12+C12,2,0.002
1118,n+p+B11+C12+C12+C13,2,0.002
1119,pi++n+n+p+D2+Li8,2,0.002
1120,n+p+p+He4+He6+C12+C12,2,0.002
1121,n+n+n+n+n+n+p+p+p+p+He4,2,0.002
1122,n+n+n+n+n+p+p+p+D2+D2+He4+C12,2,0.002
1123,pi-+n+n+p+p+p+p+H4+He3,2,0.002
1124,n+p+T3+He4+He4+C13,2,0.002
1125,n+n+n+p+p+Li7+O16,2,0.002
1126,n+n+n+p+He4+He4+He4+He4+He4+He4,2,0.002
1127,n+n+n+p+p+C12+C12+Na23,2,0.002
1128,pi-+n+n+p+p+p+He4+He4+C12+Al27,2,0.002
1129,n+D2+He4+Ne21,2,0.002
1130,p+C13,2,0.002
1131,n+n+p+C12+C12,2,0.002
1132,n+n+n+n+n+p+p+p+D2+He4+N14,2,0.002
1133,pi++n+n+n+n+n+n+p+p+p+p+T3,2,0.002
1134,n+n+n+n+n+p+p+p+p+p+He4+C14,2,0.002
1135,pi-+n+p+p+p+p+Ne23,2,0.002
1136,n+n+n+n+p+p+He3+F19,2,0.002
1137,n+p+C12+C12+Al27,2,0.002
1138,pi-+n+D2+He3+He3+He4,2,0.002
1139,n+n+n+p+p+p+He4+He4+C12+C13,2,0.002
1140,pi-+n+p+He3+He4+He4+C12+C12+C12,2,0.002
1141,pi-+n+n+p+p+He3+Li6+C12,2,0.002
1142,n+p+p+Be11,2,0.002
1143,n+p+He3+Li8,2,0.002
1144,pi++n+n+n+n+p+He4+He4+C13,2,0.002
1145,pi++n+n+n+p+p+D2+T3+He4,2,0.002
1146,n+n+n+n+p+p+p+p+p+D2+He4+C12,2,0.002
1147,n+n+n+p+p+p+p+Li7+C12+C12,2,0.002
1148,pi-+p+D2+He4+Li6+C12,2,0.002
1149,n+n+n+n+p+p+p+D2+D2+T3+He4+B10,2,0.002
1150,n+n+n+n+p+D2+He3+He4,2,0.002
1151,pi++p+p+Li11,2,0.002
1152,n+n+n+n+p+p+p+T3+He4+He4+He4+Li6,2,0.002
1153,n+n+n+p+p+p+D2+He3+He4+C12,2,0.002
1154,n+n+D2+D2+He4+He4,2,0.002
1155,n+n+n+n+p+He4+He4+He4+He4+Be7,2,0.002
1156,n+n+p+p+p+D2+D2+D2+He4,2,0.002
1157,n+n+p+p+p+C12+Na24,2,0.002
1158,n+n+n+p+p+p+D2+T3+He4+He4+Be9,2,0.002
1159,n+n+p+p+He3+He6+C12,2,0.002
1160,n+n+n+n+p+p+D2+D2+He4+N14,2,0.002
1161,n+n+n+p+p+p+p+He4+C12+O18,2,0.002
1162,n+n+p+C11+C12+Al27,2,0.002
1163,n+n+p+p+He3+Li7+C12,2,0.002
1164,n+n+n+n+n+p+p+p+p+D2+T3+He4+He4+Li6,2,0.002
1165,pi-+n+p+p+He3+Li7+C12,2,0.002
1166,n+p+p+D2+B10+C12,2,0.002
1167,n+D2+D2+D2+D2+He4,2,0.002
1168,n+n+n+n+n+n+p+p+p+p+p+He3,2,0.002
1169,n+n+n+p+p+Be9+C12,2,0.002
1170,p+p+D2+B11+C12+C12,2,0.002
1171,n+n+n+p+p+p+p+p+T3+T3,2,0.002
1172,n+n+n+n+p+p+p+He4+He4+C12,2,0.002
1173,pi-+n+n+n+p+p+p+B10+C12,2,0.002
1174,n+p+He4+He4+He4+C12+C12+Al27,2,0.002
1175,pi++n+n+p+p+T3+He6,2,0.002
1176,pi-+p+D2+D2+He4+He4+C12,2,0.002
1177,n+n+n+p+p+T3+He4+C12+O16,2,0.002
1178,n+n+n+n+n+p+p+p+p+p+p+T3,2,0.002
1179,n+n+p+He4+Li6+N15,2,0.002
1180,pi-+n+n+p+p+p+p+p+Li7,2,0.002
1181,pi++n+n+D2+Be9,2,0.002
1182,pi-+n+n+p+p+D2+Na22,2,0.002
1183,p+p+p+He6+Li6,2,0.002
1184,pi++n+n+p+He4+Li7,2,0.002
1185,n+n+n+p+p+He4+Ne20,2,0.002
1186,p+D2+T3+He4+He4+C12,2,0.002
1187,p+p+He4+Na24,2,0.002
1188,pi++n+n+n+D2+D2+D2+He4+C12,2,0.002
1189,n+n+n+n+n+p+p+p+Be6+C12,2,0.002
1190,p+B12+C12+C12,2,0.002
1191,n+p+p+p+p+T3+He6,2,0.002
1192,n+n+n+n+n+n+p+p+p+p+p+p+D2,2,0.002
1193,n+n+n+p+p+T3+He3+He3,2,0.002
1194,n+p+p+He4+He4+He4+C12+C12+C12+C12,2,0.002
1195,n+n+n+n+n+n+p+p+p+p+He4+N14,2,0.002
1196,n+n+n+p+p+He4+He4+O16,2,0.002
1197,n+p+p+D2+Li8+C12,2,0.002
1198,n+p+p+D2+B10,2,0.002
1199,p+p+p+Be11+C12,2,0.002
1200,pi-+n+Si27,2,0.002
1201,n+p+p+B11+C13,2,0.002
1202,pi-+n+n+n+n+p+p+p+p+p+He4+C12+C12,2,0.002
1203,pi-+n+n+n+p+p+D2+Be6+C12,2,0.002
1204,pi-+n+p+p+T3+Be7,2,0.002
1205,n+n+p+T3+He4+He4+C12,2,0.002
1206,pi++n+n+n+n+p+D2+T3+He3,2,0.002
1207,n+n+n+p+p+p+T3+He4+C12+Al27,2,0.002
1208,n+p+p+p+Ne24,2,0.002
1209,n+n+n+p+p+T3+Ne20,2,0.002
1210,n+n+n+n+n+n+p+p+p+p+p+T3+N14,2,0.002
1211,n+n+n+p+p+T3+He3+O17,2,0.002
1212,n+p+T3+Be9,2,0.002
1213,pi++n+Mg27,2,0.002
1214,n+n+n+p+p+p+Li6+O17,2,0.002
1215,p+p+p+p+p+p+p+C12+C12+C12,2,0.002
1216,n+He4+He4+He4+C12+C12+C12,2,0.002
1217,n+n+n+n+p+p+p+He4+F18,2,0.002
1218,n+n+p+D2+He4+He4+C12+C13,2,0.002
1219,n+p+p+p+p+C12+C12+C12,2,0.002
1220,n+n+n+He3+He3+He4+C12+Al27,2,0.002
1221,n+p+p+p+He4+He6+C12,2,0.002
1222,pi-+n+n+n+p+D2+B7+C12,2,0.002
1223,pi-+n+n+n+p+p+p+p+D2+He4+C12+Al27,2,0.002
1224,pi-+n+n+n+p+p+p+p+Be7+C12,2,0.002
1225,pi-+n+p+p+T3+He4+He4,2,0.002
1226,n+n+p+p+p+p+D2+T3+T3,2,0.002
1227,n+n+n+n+n+p+p+p+p+He4+C12+N15,2,0.002
1228,n+p+p+p+p+He8+C12,2,0.002
1229,n+p+He4+Li7+C12+Al27,2,0.002
1230,n+n+n+p+Al25,2,0.002
1231,n+n+n+n+p+D2+Be6+C12,2,0.002
1232,n+n+p+p+p+Li8+C12+C12+C12,2,0.002
1233,p+p+C12+C12+C12+C12,2,0.002
1234,n+n+p+p+Li8+O16,2,0.002
1235,pi-+n+n+n+p+He3+Be6+C12,2,0.002
1236,pi++n+p+p+Li10+C12,2,0.002
1237,n+n+p+He4+Be9+C12,2,0.002
1238,n+n+p+p+He4+He6,2,0.002
1239,n+n+n+p+p+p+p+p+T3+T3+C12,2,0.002
1240,pi++p+Be12,2,0.002
1241,p+p+D2+He4+Li7,2,0.002
1242,n+T3+He3+Li6,2,0.002
1243,n+p+He4+Ne22,2,0.002
1244,n+p+T3+He4+He4+Al27,2,0.002
1245,n+n+C11+C12+C12+C12+C12,2,0.002
1246,n+n+n+p+p+p+He4+He4+C13,2,0.002
1247,n+n+He4+B10+C12,2,0.002
1248,n+n+n+p+p+p+D2+Li6+C12,2,0.002
1249,n+n+n+n+p+p+p+p+Ne21,2,0.002
1250,n+n+n+p+p+p+D2+C12+F20,2,0.002
1251,pi-+n+n+n+n+p+p+p+p+p+He4+C12+Al27,2,0.002
1252,n+n+p+D2+D2+T3+He4,2,0.002
1253,n+n+n+n+n+p+p+p+D2+D2+He4+He4+He4+He4,2,0.002
1254,pi-+n+n+p+p+p+p+He4+He4+Al27,2,0.002
1255,pi-+n+n+p+p+D2+C12+Na22,2,0.002
1256,n+n+p+p+C13+Mg25,2,0.002
1257,pi-+p+p+Al27,2,0.002
1258,p+p+p+p+Li10,2,0.002
1259,pi-+n+n+n+n+p+p+p+p+He4+O16,2,0.002
1260,pi-+n+n+n+n+p+p+p+p+D2+He3+C12,2,0.002
1261,n+n+n+n+p+p+p+T3+He4+N14,2,0.002
1262,n+n+p+p+He4+Li6+Al27,2,0.002
1263,pi++n+n+n+n+n+p+p+Li6+C12,2,0.002
1264,n+n+p+p+p+p+D2+T3+T3+C12,2,0.002
1265,pi-+n+p+p+He4+Li6+Al27,2,0.002
1266,n+n+n+n+p+p+p+Li6+C12+C12,2,0.002
1267,n+n+n+n+C9+C12+C12,2,0.002
1268,pi-+pi-+n+O12,2,0.002
1269,n+n+n+n+n+p+p+Na21,2,0.002
1270,n+n+n+p+p+D2+C12+Na22,2,0.002
1271,n+p+T3+He4+He4+C12+Al27,2,0.002
1272,n+n+n+p+p+He4+He4+C12+C12+C12+C13,2,0.002
1273,n+n+n+n+p+p+p+p+D2+He6+C12,2,0.002
1274,pi-+n+n+p+p+p+D2+T3+He3+C12,2,0.002
1275,pi-+n+n+p+D2+D2+Be6,2,0.002
1276,n+n+p+p+Be10+C12,2,0.002
1277,n+n+n+p+p+He4+He4+He4+C12+C12,2,0.002
1278,pi-+n+p+p+C11+C12+C12,2,0.002
1279,n+n+D2+T3+He3+He3,2,0.002
1280,pi-+pi++n+n+p+B10+C12,2,0.002
1281,n+n+n+He4+Na21,2,0.002
1282,n+n+p+p+D2+D2+Li6,2,0.002
1283,p+D2+T3+He4+He4,2,0.002
1284,n+n+n+p+p+He4+He4+C12+C13,2,0.002
1285,n+n+n+n+n+p+p+p+He4+He4+C12+C12,2,0.002
1286,n+n+n+C11+C12,2,0.002
1287,pi++n+n+n+n+p+C12+Na23,2,0.002
1288,n+D2+He4+Li6+C12+C12,2,0.002
1289,n+n+p+p+p+T3+T3+He3,2,0.002
1290,p+p+p+p+He4+Be9+C12+C12,2,0.002
1291,n+n+n+p+C11,2,0.002
1292,pi-+n+p+B10+O16,2,0.002
1293,pi-+n+n+n+n+p+p+p+p+He4+He4+He4+He4+He4,2,0.002
1294,pi-+p+p+C13,2,0.002
1295,n+n+p+He4+He4+He4+C12,2,0.002
1296,n+D2+T3+He3+He4,2,0.002
1297,p+p+D2+He4+He6+C12,2,0.002
1298,n+p+p+p+He4+He4+He4+C12+C12+C12+C12,2,0.002
1299,n+n+n+T3+B7+C12,2,0.002
1300,p+p+p+p+p+C12+C12+C13,2,0.002
1301,n+n+n+n+n+n+p+p+p+p+D2+He4+He4+He4+He4,2,0.002
1302,n+p+He6+Li6,2,0.002
1303,n+n+n+p+p+D2+He4+He4+C13,2,0.002
1304,n+n+n+n+p+p+He3+He4+C13,2,0.002
1305,n+n+p+He4+Li6+C12+C12+C12,2,0.002
1306,n+n+n+n+p+He3+He4+He4+He4+He4+He4,2,0.002
1307,pi-+n+n+n+p+p+p+He3+He4+C12+C12,2,0.002
1308,pi-+n+n+p+p+C12+C12+Mg24,2,0.002
1309,n+n+n+n+p+p+p+p+Be7+C12,2,0.002
1310,n+n+Li6+Ne20,2,0.002
1311,n+n+n+p+C12+C12+Mg24,2,0.002
1312,n+n+n+n+n+p+p+He3+He4+N14,2,0.002
1313,n+p+p+p+D2+T3+H4+C12,2,0.002
1314,n+n+n+p+p+D2+D2+T3+O16,2,0.002
1315,n+n+p+p+Be9+C12+Al27,2,0.002
1316,n+p+p+p+D2+Li8,2,0.002
1317,n+n+p+D2+He4+He4+He4+B11,2,0.002
1318,pi++n+n+n+n+n+n+p+p+Ne20,2,0.002
1319,n+p+p+p+p+B11+C12+C12,2,0.002
1320,n+n+p+C11+C12+C12+C12,2,0.002
1321,pi++n+n+p+He4+He6,2,0.002
1322,n+n+p+p+T3+T3+He4,1,0.001
1323,n+D2+Mg25,1,0.001
1324,n+n+n+p+D2+D2+D2+He4+C12,1,0.001
1325,n+n+n+p+p+D2+He4+He4+N14,1,0.001
1326,n+n+p+p+D2+T3+He4+C13,1,0.001
1327,pi-+n+n+n+p+p+p+p+p+He3+He4+C12+C14,1,0.001
1328,pi++n+n+n+p+p+D2+Li7+C12+C12,1,0.001
1329,n+n+He3+He4+He4+C12+C12+C12+C12,1,0.001
1330,pi-+n+n+p+He4+B10+C11,1,0.001
1331,p+D2+C12+Mg26,1,0.001
1332,n+n+n+n+p+p+p+p+T3+He3+C12,1,0.001
1333,pi-+pi++n+p+He4+Li7+C12,1,0.001
1334,n+n+n+p+p+He3+C12+F20,1,0.001
1335,n+n+n+p+p+p+p+p+D2+F20,1,0.001
1336,n+p+D2+Mg25,1,0.001
1337,n+n+n+n+p+p+T3+He4+He4+He4+Be7,1,0.001
1338,n+n+p+He4+Be7+C12+C13,1,0.001
1339,p+T3+He4+Li6+C12,1,0.001
1340,n+n+p+B11+C12+C12,1,0.001
1341,n+n+He3+He3+He4+He4+B12,1,0.001
1342,pi-+n+p+p+p+p+Be9,1,0.001
1343,pi-+n+n+n+p+He3+Na21,1,0.001
1344,p+p+p+p+B12+C12,1,0.001
1345,pi++n+n+n+B10+C12+C12,1,0.001
1346,n+n+n+n+n+n+p+p+p+p+p+D2+He4+He4+Li7,1,0.001
1347,n+n+n+n+p+p+p+p+p+Li6+C12,1,0.001
1348,n+n+n+n+n+n+p+p+p+Li4+C12,1,0.001
1349,pi-+p+p+C12+C12+C12,1,0.001
1350,n+n+p+T3+He4+He4+He4+He4+Li6,1,0.001
1351,n+p+p+p+p+T3+H5,1,0.001
1352,n+n+n+p+p+D2+Li6+O16,1,0.001
1353,n+n+n+p+p+p+p+T3+T3+N15,1,0.001
1354,pi-+n+n+n+n+p+p+p+p+p+p+He4+C12+C12,1,0.001
1355,n+p+p+B11+C12+Al27,1,0.001
1356,pi++n+n+n+p+p+D2+D2+H4,1,0.001
1357,n+n+C11+C12+C12+C12+Al27,1,0.001
1358,n+p+p+D2+D2+D2+H4,1,0.001
1359,pi-+n+p+p+N12,1,0.001
1360,n+n+n+n+n+n+n+p+p+p+p+D2+He3+C12,1,0.001
1361,n+n+n+n+n+p+p+p+C12+Na21,1,0.001
1362,n+n+p+He4+Na22,1,0.001
1363,n+p+D2+D2+Li7+C12+C12,1,0.001
1364,pi++n+n+D2+D2+T3+He4,1,0.001
1365,pi++n+n+n+n+p+p+p+p+T3+He4+C13,1,0.001
1366,n+n+He4+Be7+C13,1,0.001
1367,n+n+n+n+p+p+p+p+Be9+C12,1,0.001
1368,pi-+n+n+D2+D2+He3+Li4,1,0.001
1369,n+He4+Li7+O16,1,0.001
1370,n+n+n+p+p+p+p+p+D2+H4,1,0.001
1371,pi++n+n+n+n+n+p+p+p+D2+D2+T3+C13,1,0.001
1372,n+n+p+p+He4+Li6+N15,1,0.001
1373,pi-+n+n+n+p+C12+N10,1,0.001
1374,n+n+n+n+p+p+p+D2+B10+C11,1,0.001
1375,n+n+p+p+p+He4+Be7+C12,1,0.001
1376,pi-+n+n+n+n+n+p+p+p+p+p+D2+He4+C12,1,0.001
1377,pi-+n+n+n+n+p+p+p+p+He3+He4+C12,1,0.001
1378,pi-+n+n+n+n+p+p+p+p+p+D2+He4+C13,1,0.001
1379,n+n+n+p+p+p+T3+He4+C12+N15,1,0.001
1380,n+n+n+n+n+p+p+p+D2+He4+C12+C12+N14,1,0.001
1381,n+p+C12+C13+C13,1,0.001
1382,pi-+n+n+p+p+p+He4+He4+C12+C13,1,0.001
1383,n+n+p+p+T3+He4+He4,1,0.001
1384,p+Li6+Li7+C12+C12+C12,1,0.001
1385,pi++n+n+n+n+D2+He4+F18,1,0.001
1386,n+p+p+p+T3+He6+C12,1,0.001
1387,pi-+n+p+p+p+C11,1,0.001
1388,n+n+n+p+p+p+Li7+C12+Al27,1,0.001
1389,pi-+n+p+p+D2+T3+Ne20,1,0.001
1390,n+n+n+p+D2+He4+He4+He4+B10+C12,1,0.001
1391,n+n+n+C12+Al25+Al27,1,0.001
1392,n+n+p+p+C12+C12+C12+Mg25,1,0.001
1393,pi-+p+p+D2+Be9+C12+C12+C12,1,0.001
1394,p+p+p+T3+Li8,1,0.001
1395,p+p+He4+He7+C12,1,0.001
1396,p+D2+T3+T3+He4,1,0.001
1397,pi-+n+n+p+p+p+C12+C12+C12+Na23,1,0.001
1398,pi++n+n+n+n+He3+He4+Be7+Be10+C12,1,0.001
1399,n+p+p+p+He4+Li7+C12+C12+C12,1,0.001
1400,n+p+D2+B10+Al27,1,0.001
1401,n+p+p+p+p+B11+C12,1,0.001
1402,n+n+n+n+n+p+p+D2+He3+He4+C12,1,0.001
1403,pi-+p+D2+D2+He4+He4+C12+C12,1,0.001
1404,pi-+n+n+p+p+p+p+He4+O18,1,0.001
1405,pi++n+n+n+n+p+p+T3+He4+C12+Al27,1,0.001
1406,n+p+p+D2+T3+He6,1,0.001
1407,n+n+p+p+p+p+p+T3+Li6,1,0.001
1408,n+p+D2+D2+D2+D2+T3,1,0.001
1409,n+T3+He4+Li6,1,0.001
1410,pi-+n+n+n+n+n+n+p+p+p+p+p+D2+He3+He4+He4+He4,1,0.001
1411,n+p+D2+T3+He3+He4+C12,1,0.001
1412,p+p+p+p+p+p+C12+C12+C13,1,0.001
1413,n+n+n+p+p+p+p+D2+D2+T3+C12,1,0.001
1414,n+n+n+p+p+p+p+F21,1,0.001
1415,pi-+n+n+n+p+p+p+He3+He4+Al27,1,0.001
1416,n+n+p+D2+He4+C12+F19,1,0.001
1417,p+p+p+D2+B11+C12+C12+C12,1,0.001
1418,n+p+p+D2+D2+Li7,1,0.001
1419,n+n+n+n+n+p+p+p+p+D2+D2+He4+B11+C12+C12,1,0.001
1420,n+p+D2+T3+He4+He4+C12,1,0.001
1421,n+n+n+n+n+n+p+p+p+p+p+D2+He4+B11,1,0.001
1422,pi-+n+n+p+D2+D2+He3+He3,1,0.001
1423,n+n+n+D2+B8,1,0.001
1424,n+n+n+n+p+D2+D2+He3+He4+C12,1,0.001
1425,n+n+n+p+B10+C12,1,0.001
1426,n+n+He4+Be7+C12+C12+C12,1,0.001
1427,pi-+n+n+n+p+C12+Al24,1,0.001
1428,n+p+p+p+Li10+C12,1,0.001
1429,n+n+p+D2+He4+He4+N15,1,0.001
1430,n+p+p+p+Na25,1,0.001
1431,p+p+p+p+Li10+C12,1,0.001
1432,pi-+n+p+He3+He4+He4+C12+C13,1,0.001
1433,n+n+n+n+p+p+p+p+p+p+D2+He4,1,0.001
1434,n+p+p+p+T3+He4+He6+B11+C12,1,0.001
1435,p+p+p+p+p+C12+C12+C12+C12+C12,1,0.001
1436,pi++n+n+n+p+p+D2+T3+T3,1,0.001
1437,n+n+p+p+He4+He4+He4+He4+Li8+C12,1,0.001
1438,n+n+n+p+p+D2+D2+He4+N15,1,0.001
1439,n+n+n+n+p+p+p+D2+F19+Al27,1,0.001
1440,pi-+C12+C12+N13,1,0.001
1441,n+p+p+p+C12+C12+C12+C12+Al27,1,0.001
1442,n+n+C11+C12+C13,1,0.001
1443,n+n+n+n+n+n+n+p+p+p+p+p+p+p,1,0.001
1444,n+n+n+n+p+p+p+p+D2+D2+D2+T3+He4+Li7,1,0.001
1445,pi-+n+n+n+p+p+He4+Li4+C12,1,0.001
1446,n+n+p+p+p+p+p+D2+Li7,1,0.001
1447,pi-+n+n+n+p+Al24,1,0.001
1448,pi-+n+n+n+n+p+p+p+p+D2+F18,1,0.001
1449,n+p+p+C12+C12+C13,1,0.001
1450,pi-+n+n+n+p+p+p+Be7+C12+C12,1,0.001
1451,n+n+p+p+Be9+C12+C12+C12,1,0.001
1452,pi-+n+p+p+p+D2+T3+T3+He4+He4+He4+He4,1,0.001
1453,n+p+p+p+p+He4+Li7,1,0.001
1454,pi-+n+p+p+D2+Be9,1,0.001
1455,n+n+p+p+T3+T3+He4+He4+He4+Li6,1,0.001
1456,n+n+p+p,1,0.001
1457,n+n+D2+He4+Li6+C12,1,0.001
1458,n+n+n+D2+D2+Be6+C12+C12,1,0.001
1459,n+n+n+n+p+p+He3+He4+C12+Al27,1,0.001
1460,pi++n+n+p+T3+T3+He4+Al27,1,0.001
1461,pi-+n+p+p+He4+C12+Ne21,1,0.001
1462,n+n+n+p+p+p+He3+Li6,1,0.001
1463,p+D2+Be10+C12,1,0.001
1464,pi-+n+n+n+p+p+D2+B7,1,0.001
1465,n+n+He4+He4+Li6+C12,1,0.001
1466,pi-+p+D2+C12+C13,1,0.001
1467,pi++n+n+n+n+n+p+p+p+D2+T3+C12,1,0.001
1468,n+p+Mg26+Al27,1,0.001
1469,n+p+p+p+p+Be10+C12+C12,1,0.001
1470,pi++n+n+n+n+p+D2+Ne21,1,0.001
1471,n+n+p+p+p+p+p+He7+C12,1,0.001
1472,n+n+p+p+p+He4+He6,1,0.001
1473,p+C12+Mg27,1,0.001
1474,e-+n+n+n+n+p+p+Na22,1,0.001
1475,p+C12+C12+C12+C12+Al27,1,0.001
1476,n+n+n+n+p+p+p+p+He4+He4+He4+Li8+C12,1,0.001
1477,p+p+p+D2+He8+C12,1,0.001
1478,n+n+n+p+p+p+D2+Li7,1,0.001
1479,n+n+n+n+p+p+p+p+D2+D2+T3+T3+He4+Li6+C12,1,0.001
1480,n+n+p+p+C12,1,0.001
1481,pi++n+n+n+n+p+Be9,1,0.001
1482,n+B11+O16,1,0.001
1483,n+n+p+Al26+Al27,1,0.001
1484,n+n+p+C11+C13+Al27,1,0.001
1485,n+D2+T3+He4+He4,1,0.001
1486,pi-+n+n+n+n+p+p+p+p+p+He4+C12+C12+C12,1,0.001
1487,n+n+n+n+p+p+D2+Be6+C12,1,0.001
1488,n+p+p+p+p+Li9+C12,1,0.001
1489,pi++n+n+n+p+T3+Li6+C12,1,0.001
1490,n+n+He4+Be7+C12+C12+Al27,1,0.001
1491,n+n+n+n+p+p+p+He3+He4+Li6+Li8,1,0.001
1492,n+n+n+n+p+He3+He4+He4+C12,1,0.001
1493,n+n+n+p+p+D2+He4+He4,1,0.001
1494,n+n+n+p+p+T3+T3+He3,1,0.001
1495,n+n+n+p+p+D2+D2+F19,1,0.001
1496,p+p+p+T3+F22,1,0.001
1497,p+p+p+p+p+C12+C12+Al27,1,0.001
1498,pi-+pi++n+C12,1,0.001
1499,pi-+n+p+D2+D2+D2+D2+He3,1,0.001
1500,n+n+n+n+n+p+p+p+p+p+He4+C12+C12,1,0.001
1501,pi-+n+p+He4+He4+He4+C12+C12+Al27,1,0.001
1502,pi-+n+n+p+p+p+D2+Li6+C12+C12+C12+C12+C12,1,0.001
1503,pi-+n+n+n+p+p+p+C12+Na22,1,0.001
1504,n+n+n+n+n+p+B7+C12+C12,1,0.001
1505,pi-+n+n+n+p+p+p+He3+Li7+C12,1,0.001
1506,n+n+n+n+p+p+He3+He4+C12+C12+C12,1,0.001
1507,n+n+n+p+D2+D2+D2+He3+C12,1,0.001
1508,pi++n+n+n+p+p+T3+T3+He3,1,0.001
1509,pi-+n+n+n+n+p+p+p+He3+He3+He4+He4+He4+He4,1,0.001
1510,n+n+p+D2+D2+D2+He4+Al27,1,0.001
1511,n+n+n+p+p+D2+T3+He3+C12+C12,1,0.001
1512,n+n+n+p+D2+D2+D2+He4+N14,1,0.001
1513,n+n+n+n+n+n+p+p+p+p+F18,1,0.001
1514,pi++n+n+n+T3+Be7,1,0.001
