,Reaction Products,Counts,Frequency [%]
1685,p+p+Be11+C12,1,0.001
1686,n+n+n+p+p+p+p+D2+T3+T3+T3+He4+Li6,1,0.001
1687,n+n+n+p+D2+D2+D2+D2+D2+He4+He4+Li6,1,0.001
1688,n+He4+He4+He4+N15,1,0.001
1689,n+n+p+p+D2+H4+He3+C12,1,0.001
1690,n+n+n+n+p+p+T3+He4+He4+C11+C12+C12,1,0.001
1691,p+D2+D2+He3+He6,1,0.001
1692,n+n+p+D2+T3+T3+He3+N14,1,0.001
1693,n+n+n+n+p+p+D2+D2+D2+D2+D2+T3+T3+He3+He3,1,0.001
1694,n+n+n+n+p+p+p+p+T3+T3+T3+C11,1,0.001
1695,pi-+n+p+T3+He3+He4+He4+Li6+Li6+C12+C12,1,0.001
1696,n+n+n+n+p+p+p+p+D2+O18,1,0.001
1697,n+n+n+n+p+p+T3+He3+He4+C12,1,0.001
1698,n+p+D2+He4+Li6+C12+C12+C12,1,0.001
1699,n+p+p+p+p+C12+C12+C12+Al27,1,0.001
1700,n+n+p+D2+D2+D2+T3+He4+He4+He4+He4,1,0.001
1701,n+n+n+p+D2+He3+He4+C12+Al27,1,0.001
1702,n+n+D2+Mg24+Al27,1,0.001
1703,pi-+n+n+n+n+p+p+p+D2+D2+T3+He4+He4+Be6,1,0.001
1704,n+p+T3+He4+He4+He4+C12,1,0.001
1705,n+n+n+n+p+C11+C12,1,0.001
1706,n+n+p+p+D2+D2+He6+C12,1,0.001
1707,pi-+n+n+n+p+p+p+He3+He4+C12+C12,1,0.001
1708,n+n+p+H4+He3+He3,1,0.001
1709,n+p+p+p+He6+Li6,1,0.001
1710,n+n+n+p+p+D2+T3+He4+He4+B10,1,0.001
1711,pi-+n+n+n+p+p+p+p+Be7,1,0.001
1712,T3+B10,1,0.001
1713,n+n+p+p+p+C12+C12+C12+C12+C12+Al26,1,0.001
1714,pi++n+n+n+T3+Li6+C12+O16,1,0.001
1715,n+p+B12+C12,1,0.001
1716,n+n+n+n+p+p+p+p+D2+He4+C14,1,0.001
1717,n+p+p+Li6+Li6+C12,1,0.001
1718,n+n+n+p+p+p+T3+He4+C12+C12+C12,1,0.001
1719,n+n+n+n+n+n+p+p+p+p+D2+D2+T3+He3+He4+He4,1,0.001
1720,n+n+p+D2+D2+Li7,1,0.001
1721,pi-+n+n+p+p+p+T3+He3+He3+C12,1,0.001
1722,pi-+n+p+D2+He4+Li6,1,0.001
1723,n+n+n+p+p+D2+D2+T3+He3+C13,1,0.001
1724,n+n+n+n+n+n+p+p+p+p+p+p+D2+C12+C12,1,0.001
1725,pi-+n+n+p+p+T3+Be6+C12,1,0.001
1726,n+n+n+n+n+p+p+p+p+He4+He4+B11,1,0.001
1727,pi-+n+p+p+C11+C13,1,0.001
1728,n+He4+He4+He4+C12+Al27,1,0.001
1729,n+n+p+D2+He4+He4+C12+C13+Al27,1,0.001
1730,n+p+D2+D2+He4+He4+C12+Al27,1,0.001
1731,pi-+n+p+p+He3+He4+He4+C12+C12,1,0.001
1732,n+n+n+n+p+p+p+p+D2+D2+D2+D2+D2+T3+Li7,1,0.001
1733,n+p+p+p+p+D2+O21,1,0.001
1734,pi-+n+n+p+p+Li6+F18,1,0.001
1735,pi++n+n+n+n+p+p+C12+Ne22,1,0.001
1736,p+p+p+p+p+C12+C12+Al27,1,0.001
1737,n+n+p+p+p+He4+O19,1,0.001
1738,n+n+p+p+p+D2+T3+He4+C12+C14,1,0.001
1739,n+n+n+p+p+D2+Be7+N15,1,0.001
1740,n+n+p+He4+Be7+C12+Al27,1,0.001
1741,n+n+n+n+n+n+p+p+p+He3+O16,1,0.001
1742,pi++n+n+n+n+p+D2+Li6+N15,1,0.001
1743,pi-+n+n+p+p+p+p+D2+D2+He4+C12+C12,1,0.001
1744,n+n+n+p+p+p+p+Na23,1,0.001
1745,pi++n+n+n+p+p+p+T3+H4,1,0.001
1746,p+p+p+p+D2+He4+He6,1,0.001
1747,n+n+n+p+D2+D2+He4+He4+Li6+Li6,1,0.001
1748,n+n+n+p+p+He4+C12+C12+Ne20,1,0.001
1749,n+p+T3+He4+Li6+C13,1,0.001
1750,n+n+n+p+p+p+T3+He4+N15,1,0.001
1751,n+n+D2+D2+He4+He4+He4+He4+Li6+C12,1,0.001
1752,n+p+D2+He4+He6,1,0.001
1753,n+p+p+T3+He4+He4+C13,1,0.001
1754,n+n+n+He3+Be7+Al27,1,0.001
1755,n+n+n+n+n+n+p+p+p+p+p+D2+T3+He4+He4+He4,1,0.001
1756,pi-+n+n+p+p+D2+Be7+C12+C12,1,0.001
1757,n+n+n+n+p+p+Be7+C12+N15,1,0.001
1758,n+n+p+Be9+O16,1,0.001
1759,n+n+n+n+p+p+p+D2+He4+C12+C12+C12+C12,1,0.001
1760,pi-+n+n+p+He4+B7,1,0.001
1761,pi-+n+p+C12+C12+Al26,1,0.001
1762,n+n+p+p+D2+D2+T3+T3,1,0.001
1763,n+n+n+n+p+p+p+D2+T3+He3,1,0.001
1764,pi-+n+n+p+p+D2+D2+D2+He4+He4+He4+Li6,1,0.001
1765,n+n+n+p+p+D2+He4+He4+He4+Be9,1,0.001
1766,n+D2+D2+T3+He4+He4+C12,1,0.001
1767,n+n+n+n+p+p+p+He4+He4+C13,1,0.001
1768,n+D2+D2+He4+He4+C12+C13,1,0.001
1769,n+n+n+n+p+p+D2+He3+O17,1,0.001
1770,n+n+n+n+p+p+p+p+He6+C12+N14,1,0.001
1771,n+n+p+p+p+D2+D2+Be10+B10,1,0.001
1772,n+n+n+n+p+p+p+Li6+C12+C12,1,0.001
1773,pi-+n+p+p+p+p+T3+He4+O17,1,0.001
1774,pi-+n+p+D2+D2+He4+He4+He4+He4+Li6,1,0.001
1775,n+p+D2+D2+T3+He4+C13,1,0.001
1776,pi++n+n+n+p+p+H4+He4,1,0.001
1777,n+n+n+p+D2+D2+He3+He3+C12,1,0.001
1778,p+p+C12+C12+C12+C12+C12,1,0.001
1779,n+n+n+p+p+D2+C12+Ne21,1,0.001
1780,n+n+n+n+n+p+p+p+p+He4+C13,1,0.001
1781,n+n+p+p+p+p+D2+D2+He3+He4+C12+C13,1,0.001
1782,pi-+n+n+n+n+p+p+p+p+D2+D2+He3+C13,1,0.001
1783,n+n+n+n+n+p+p+p+p+D2+D2+He4+He4+Li7,1,0.001
1784,n+n+n+p+D2+D2+D2+D2+D2+D2+D2+D2+He4+He4,1,0.001
1785,n+n+n+n+p+p+p+D2+D2+D2+He3+He4+Li8,1,0.001
1786,pi-+n+n+n+D2+He3+Be7+C12+C12+N13,1,0.001
1787,pi++n+n+n+p+p+He4+C12+O19,1,0.001
1788,pi++n+n+n+n+p+p+He4+He4+Al27,1,0.001
1789,n+n+n+n+p+p+D2+T3+He3+C12+C12+N14,1,0.001
1790,n+p+p+p+p+p+C12+C12+C13,1,0.001
1791,n+n+n+He3+Be7+C12,1,0.001
1792,n+D2+D2+D2+D2+He4+C12+C12,1,0.001
1793,pi++n+n+n+n+n+n+p+p+p+p+T3+C12+C12,1,0.001
1794,n+n+n+p+p+D2+He3+He4+He4+He4+He6+C12,1,0.001
1795,pi-+n+n+p+p+p+p+p+D2+H4,1,0.001
1796,n+p+D2+D2+D2+D2+T3+C12+Al27,1,0.001
1797,n+n+n+n+n+p+p+p+D2+T3+O15,1,0.001
1798,n+n+n+p+p+D2+He4+Li6+C12,1,0.001
1799,pi-+n+n+p+p+D2+T3+He3+He4+C12,1,0.001
1800,pi-+n+p+p+p+D2+Li7+C12+C12,1,0.001
1801,p+p+p+D2+D2+He7,1,0.001
1802,n+p+p+p+D2+T3+C12+F20,1,0.001
1803,pi-+n+n+n+n+p+p+p+D2+Li4+C12,1,0.001
1804,n+n+n+n+n+p+p+p+He4+He4+C12+C12,1,0.001
1805,pi-+n+p+p+p+p+D2+Li7,1,0.001
1806,pi++n+n+n+n+p+p+Ne22,1,0.001
1807,n+n+n+p+p+p+D2+He3+He4+C12,1,0.001
1808,n+n+p+Li6+F19,1,0.001
1809,n+n+n+p+p+p+p+He4+He4+C12+C12,1,0.001
1810,n+p+D2+D2+D2+D2+D2+Li6+Be10,1,0.001
1811,pi-+n+n+p+p+p+p+H4+He3,1,0.001
1812,n+p+D2+T3+T3+He4+C12,1,0.001
1813,n+n+n+n+p+p+p+D2+D2+He3+Al27,1,0.001
1814,p+p+p+p+p+p+C12+C12+C12+C12+C12,1,0.001
1815,p+D2+He4+Li7+Al27,1,0.001
1816,n+p+p+p+He4+Li7+C12+Al27,1,0.001
1817,pi-+n+n+p+p+D2+Be7+C13,1,0.001
1818,n+n+n+n+n+p+p+He3+He4+C12+N14,1,0.001
1819,n+n+n+p+p+p+D2+D2+He4+C12+Al27,1,0.001
1820,n+p+D2+D2+D2+He4+He4+He4+Li8,1,0.001
1821,n+n+n+n+p+p+p+p+p+D2+T3+T3+T3+He4+He4,1,0.001
1822,n+p+D2+D2+D2+He4+He4+B12,1,0.001
1823,n+p+p+D2+Be10+C12+C13,1,0.001
1824,n+n+n+n+p+B8+C12+C12,1,0.001
1825,n+n+n+n+p+p+D2+D2+D2+He4+He4+He4+He4+C12,1,0.001
1826,n+n+n+n+p+p+p+D2+D2+T3+N14,1,0.001
1827,n+p+p+p+p+He4+He4+He4+C12+C12+Al27,1,0.001
1828,n+n+p+D2+D2+C12+Na22,1,0.001
1829,pi++n+n+p+He4+Li7+C12+C12,1,0.001
1830,pi-+n+p+C12+Al26,1,0.001
1831,n+n+p+D2+He3+Be9+B11,1,0.001
1832,n+n+n+n+n+p+p+D2+D2+D2+He3+C12,1,0.001
1833,n+n+n+p+p+He4+He4+He4+He4+He4+He4,1,0.001
1834,n+n+n+n+n+n+p+p+D2+He3+He3+He4+He4+He4,1,0.001
1835,n+n+n+n+n+n+p+p+p+p+D2+D2+He4+B10+C12+C12,1,0.001
1836,n+p+p+He3+Li8,1,0.001
1837,n+n+p+p+D2+C12+Ne22,1,0.001
1838,n+p+p+p+p+C12+C12+C12+C12+C12+C12,1,0.001
1839,n+n+n+n+D2+D2+He3+He3+He4+He4+Li6,1,0.001
1840,n+n+n+p+p+p+D2+T3+He4+N14,1,0.001
1841,p+p+p+p+D2+1000010070,1,0.001
1842,n+n+C12+C12+N14,1,0.001
1843,n+p+D2+D2+D2+D2+T3+C12+C12+Al27,1,0.001
1844,n+n+p+D2+D2+He4+He4,1,0.001
1845,pi-+n+n+p+p+p+p+D2+D2+T3+C12+C12,1,0.001
1846,n+n+n+n+p+D2+B7,1,0.001
1847,pi++p+p+D2+T3+H6,1,0.001
1848,p+p+p+Li6+Li7+C12+C12,1,0.001
1849,n+p+p+D2+T3+Li7+N14,1,0.001
1850,n+n+n+n+p+D2+D2+D2+T3+He3+C11,1,0.001
1851,n+n+n+n+p+p+p+p+D2+T3+C12+N15,1,0.001
1852,n+p+p+D2+H4+He4+C12,1,0.001
1853,pi-+p+p+p+D2+H4+He4,1,0.001
1854,n+n+n+D2+Mg23,1,0.001
1855,n+n+n+n+p+D2+T3+He4+O14,1,0.001
1856,pi-+n+n+p+D2+D2+He3+He4+He4+He4+Li6,1,0.001
1857,pi-+n+n+n+p+p+p+p+Li6,1,0.001
1858,pi-+n+n+p+D2+He4+He4+O15,1,0.001
1859,pi-+n+p+p+p+p+H4+He4,1,0.001
1860,n+n+p+p+D2+D2+C12+F20,1,0.001
1861,pi-+n+p+p+D2+T3+He3+He3,1,0.001
1862,pi-+p+D2+T3+He4+He4,1,0.001
1863,n+n+n+p+p+p+p+D2+D2+Li7+B11,1,0.001
1864,n+T3+T3+He3+He3,1,0.001
1865,pi-+pi++n+n+D2+He3+Li6,1,0.001
1866,n+n+D2+D2+Be7+C12+C12,1,0.001
1867,pi-+n+n+D2+He3+He3+He4+He4+He4+Li6,1,0.001
1868,pi++n+n+n+p+p+D2+T3+He4,1,0.001
1869,n+n+n+p+p+D2+D2+T3+O16,1,0.001
1870,D2+D2+D2+T3+He4+C12,1,0.001
1871,n+p+p+p+C12+C12+Al27,1,0.001
1872,n+p+D2+He4+He4+He4+He4+Li8,1,0.001
1873,n+n+n+p+p+D2+D2+T3+He4+He4+He4+He4+C12+C12,1,0.001
1874,n+n+n+n+p+p+p+p+D2+He4+N15,1,0.001
1875,n+n+p+He3+He4+He4+Al27,1,0.001
1876,pi++n+n+n+n+n+n+p+p+p+D2+D2+C12,1,0.001
1877,n+n+p+p+p+He3+He4+He4+C12,1,0.001
1878,pi-+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+C12,1,0.001
1879,pi++n+p+D2+T3+T3+He4,1,0.001
1880,pi-+pi++n+p+D2+D2+T3+He4,1,0.001
1881,n+n+n+n+p+D2+He3+He4+He4+B10,1,0.001
1882,pi-+p+He4+Be9+C12+N14,1,0.001
1883,n+p+D2+He4+C12+C12+C12+F20,1,0.001
1884,pi++n+n+n+n+n+p+p+T3+He3,1,0.001
1885,n+n+p+p+p+D2+Ne22,1,0.001
1886,pi-+p+p+T3+He4+He4+Al27,1,0.001
1887,pi++n+n+n+p+C12+C12+Na24,1,0.001
1888,pi++n+n+p+T3+He4+He4+C12,1,0.001
1889,n+n+n+n+p+Be7+O16,1,0.001
1890,p+p+D2+D2+H4+He4+C12,1,0.001
1891,n+n+n+n+n+n+p+p+p+p+D2+D2+He4+B10,1,0.001
1892,pi-+n+p+p+D2+D2+T3+He4+He4+He4+Li6,1,0.001
1893,p+p+T3+H4+He4,1,0.001
1894,n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+D2+D2+He4+He4,1,0.001
1895,n+p+p+p+p+p+B11,1,0.001
1896,n+p+p+p+C13,1,0.001
1897,n+n+n+n+p+p+p+He3+He4+Al27,1,0.001
1898,pi++n+n+n+n+p+p+T3+He4+C12+C12,1,0.001
1899,pi++n+n+n+p+p+p+D2+D2+D2+D2+D2+D2+T3+He7+C12,1,0.001
1900,pi++n+n+n+T3+He4+He4+C12,1,0.001
1901,n+p+p+p+T3+Li7+C12+C12,1,0.001
1902,n+n+n+p+p+D2+D2+He4+He4+B11+C12,1,0.001
1903,n+n+n+n+p+p+D2+Be6,1,0.001
1904,pi++n+n+He4+Li7+Al27,1,0.001
1905,n+n+n+p+D2+He4+He4+C12+C12,1,0.001
1906,pi++pi++n+n+n+n+n+He4+He4,1,0.001
1907,n+p+p+D2+Ne23,1,0.001
1908,n+p+He6+Li6+C12,1,0.001
1909,n+n+n+p+D2+D2+T3+T3+He3+He3+He4+He4,1,0.001
1910,n+p+He4+He4+He4+C13,1,0.001
1911,pi-+n+p+p+p+D2+B11+B11,1,0.001
1912,n+n+n+n+n+p+p+p+p+D2+T3,1,0.001
1913,pi++n+n+n+n+n+p+p+p+D2+T3+C12,1,0.001
1914,n+n+p+p+p+He4+Be7,1,0.001
1915,n+n+n+n+p+p+p+D2+T3+He3+He4+He4+Li6,1,0.001
1916,n+n+p+p+D2+D2+D2+T3+C12+C12+C12,1,0.001
1917,n+n+p+p+p+D2+D2+O19,1,0.001
1918,pi++D2+T3+Li8,1,0.001
1919,pi-+n+n+p+p+p+p+Ne22,1,0.001
1920,n+n+p+p+D2+D2+D2+T3+Al27,1,0.001
1921,n+n+n+n+n+p+p+p+p+p+p+D2+T3+B12,1,0.001
1922,n+n+n+n+p+p+p+p+D2+Li6+C13,1,0.001
1923,pi-+n+n+p+p+p+D2+D2+He4+He4+B11,1,0.001
1924,pi++n+n+n+D2+He4+He4+Al27,1,0.001
1925,n+n+n+p+Be7+O17,1,0.001
1926,n+D2+D2+T3+T3+He3,1,0.001
1927,n+n+n+n+p+p+D2+He4+C12+O16,1,0.001
1928,pi++n+n+n+n+n+p+p+D2+He4+N15,1,0.001
1929,n+n+n+p+He4+He4+He4+C12+C12,1,0.001
1930,pi-+n+n+p+p+p+p+T3+He4+He4+He4+Li7,1,0.001
1931,n+n+n+n+n+p+p+p+D2+D2+D2+He4+B10,1,0.001
1932,n+n+p+p+D2+D2+D2+D2+He4+He4+Li8,1,0.001
1933,pi++n+D2+D2+D2+T3+T3+Al27,1,0.001
1934,pi-+n+n+n+n+p+p+p+p+p+He4+C12+C12,1,0.001
1935,pi-+n+n+n+p+He3+He3+He4+C12,1,0.001
1936,n+n+n+p+p+p+p+D2+D2+D2+D2+T3+T3+T3+He4+C12,1,0.001
1937,pi-+n+n+p+p+D2+T3+Li4,1,0.001
1938,p+He4+Be10+C12+N14,1,0.001
1939,n+n+p+T3+T3+Li4,1,0.001
1940,pi-+n+p+He4+Be7+Al27,1,0.001
1941,p+D2+D2+Be9,1,0.001
1942,n+n+n+p+p+p+p+D2+D2+T3+He4+He4+He6+C12,1,0.001
1943,n+p+p+p+D2+He3+He6,1,0.001
1944,n+n+p+p+B10+C13,1,0.001
1945,n+n+n+n+p+D2+He3+He4+He4+He4+Li6+C12,1,0.001
1946,n+n+n+p+p+D2+D2+D2+He4+C13,1,0.001
1947,n+n+n+p+D2+He3+He4+C13,1,0.001
1948,n+n+n+p+D2+D2+T3+He3+C12+C12,1,0.001
1949,n+n+p+p+C12+C12+C12+Mg25,1,0.001
1950,n+n+n+p+p+D2+He4+Li6+B11+C12,1,0.001
1951,pi-+n+n+p+p+p+D2+D2+D2+He3+C12,1,0.001
1952,n+n+n+n+n+p+p+p+p+p+D2+He6+B10,1,0.001
1953,pi-+n+n+n+n+p+p+p+p+D2+He4+N14,1,0.001
1954,pi-+n+n+n+p+p+p+He3+F19,1,0.001
1955,n+n+p+p+D2+D2+T3+T3+He3+He4+Li7,1,0.001
1956,pi++n+n+n+n+n+n+p+p+Ne20,1,0.001
1957,n+p+D2+D2+T3+He4+N15,1,0.001
1958,n+n+n+n+n+p+p+He3+Li6+C12+C12,1,0.001
1959,n+n+p+p+p+D2+Li7+N15,1,0.001
1960,pi++n+n+p+D2+T3+T3+He3+Al27,1,0.001
1961,n+n+n+n+p+p+D2+D2+He4+He4+B10+C12,1,0.001
1962,D2+D2+T3+T3+He3+Al27,1,0.001
1963,n+n+n+n+p+p+C12+Na22+Al27,1,0.001
1964,pi-+n+n+n+C12+N10,1,0.001
1965,pi-+n+D2+He4+Na21,1,0.001
1966,pi-+n+n+p+p+He4+He4+Li6+B10,1,0.001
1967,pi-+n+n+p+D2+B8,1,0.001
1968,pi++n+n+n+He3+Li7,1,0.001
1969,n+n+p+p+D2+D2+D2+T3+He3+He6+Li6,1,0.001
1970,n+n+p+He4+Be7+C12+C13+Al27,1,0.001
1971,n+n+p+p+D2+D2+He4+He4+B12,1,0.001
1972,n+p+p+D2+He3+He7,1,0.001
1973,n+n+n+n+n+n+n+p+p+p+p+p+He4+C12+C12+C12+C12,1,0.001
1974,pi-+n+p+D2+D2+He4+F18,1,0.001
1975,n+n+n+p+p+p+D2+D2+D2+D2+T3+He4+Li7,1,0.001
1976,pi-+n+n+p+p+p+D2+Li6+C12+C12,1,0.001
1977,n+n+D2+D2+D2+He4+He4+C12,1,0.001
1978,n+n+n+p+p+T3+Li6+C12,1,0.001
1979,n+n+n+p+p+T3+He3+He3+C12,1,0.001
1980,n+p+D2+Be9+C12+C12+C12,1,0.001
1981,n+n+n+n+p+p+p+D2+Ne20,1,0.001
1982,n+n+p+p+p+He4+He6+C12+C13,1,0.001
1983,pi-+n+n+p+D2+D2+Be6+C12,1,0.001
1984,n+n+n+He3+Li6+O16,1,0.001
1985,n+n+p+p+He3+He6+C12,1,0.001
1986,pi-+pi-+n+p+p+p+p+He4+He4,1,0.001
1987,p+p+p+p+Li10,1,0.001
1988,pi++n+n+n+p+T3+Li6+C12,1,0.001
1989,n+n+n+p+p+He4+He4+C12+C12+N15,1,0.001
1990,n+n+p+p+p+p+p+p+D2+D2+He4+Li12+C12,1,0.001
1991,n+p+p+p+D2+D2+Li7+C12,1,0.001
1992,n+n+p+C12+C12+Mg25,1,0.001
1993,p+p+p+D2+T3+T3+He4,1,0.001
1994,pi-+p+p+D2+Na24,1,0.001
1995,n+n+p+D2+D2+D2+Li6+C13,1,0.001
1996,n+p+p+p+T3+T3+He4+C12+C12,1,0.001
1997,p+p+p+p+Al27,1,0.001
1998,pi-+n+n+n+p+D2+He3+Li4+C12,1,0.001
1999,pi-+p+p+p+D2+Be9,1,0.001
2000,n+n+n+n+p+p+p+D2+D2+O17,1,0.001
2001,n+n+n+n+p+p+p+D2+D2+D2+He4+B11+C12,1,0.001
2002,n+n+n+n+n+n+n+p+p+p+p+p+p+C12+C12,1,0.001
2003,n+n+n+p+D2+D2+D2+T3+He3+He4+He4+He4,1,0.001
2004,n+n+p+T3+He4+He4+N14,1,0.001
2005,pi-+n+D2+He3+He3+He4+C12,1,0.001
2006,n+p+T3+He4+He4+C12+C12+C12+C12,1,0.001
2007,n+n+n+p+D2+D2+T3+He3+He4+B10,1,0.001
2008,n+n+He3+Na23,1,0.001
2009,pi-+p+p+p+Mg26,1,0.001
2010,pi-+n+p+p+p+Be9+C12+C12,1,0.001
2011,n+n+p+p+p+p+p+D2+T3+He4,1,0.001
2012,n+n+n+n+p+p+p+D2+D2+D2+T3+C12,1,0.001
2013,p+D2+D2+T3+He4+He4+He4+Li8,1,0.001
2014,pi-+n+n+n+He3+B7,1,0.001
2015,p+p+p+p+C12+C12+C12+C12+C13,1,0.001
2016,n+D2+D2+D2+Li6+N15,1,0.001
2017,n+n+p+p+p+D2+D2+D2+T3+Al27,1,0.001
2018,n+n+p+p+p+T3+Li6+C12,1,0.001
2019,n+n+n+D2+B8,1,0.001
2020,pi-+n+n+p+p+D2+D2+He4+He4+He4+He4+He4,1,0.001
2021,pi-+p+p+p+B11+C12+C12,1,0.001
2022,n+n+n+p+p+p+D2+He4+He4+He4+Li8,1,0.001
2023,n+n+p+p+D2+He4+He4+C12+C12+Al27,1,0.001
2024,p+D2+D2+D2+T3+He4+C12+C12+C12+C12,1,0.001
2025,n+n+n+n+p+p+He3+He4+C13,1,0.001
2026,n+p+p+p+p+B11+C12+C12+C12,1,0.001
2027,n+n+n+n+n+p+p+D2+He4+He4+C11,1,0.001
2028,n+D2+D2+D2+D2+He4+C12+Al27,1,0.001
2029,n+n+n+n+p+p+D2+D2+F18,1,0.001
2030,pi-+n+n+p+He3+Na22,1,0.001
2031,p+p+D2+D2+He7+C12,1,0.001
2032,n+n+n+n+n+p+p+p+p+p+D2+T3+He3+Be10,1,0.001
2033,pi++n+n+n+p+p+T3+He6+N14,1,0.001
2034,pi-+n+n+n+n+n+p+p+p+p+p+C12+F18,1,0.001
2035,pi-+n+n+p+p+D2+D2+He3+He4+C13,1,0.001
2036,n+n+n+n+n+p+p+p+p+p+T3+C12+Al27,1,0.001
2037,pi-+p+p+p+D2+D2+T3+T3+C12,1,0.001
2038,n+p+p+p+Li10+C12,1,0.001
2039,n+n+n+n+n+n+p+p+p+D2+He3+He3+B11,1,0.001
2040,pi++n+n+n+n+p+D2+He4+C12+C12+O17,1,0.001
2041,p+p+p+p+Li10+C12,1,0.001
2042,n+n+p+p+T3+He4+Be7+B11,1,0.001
2043,pi-+n+n+p+p+p+D2+C12+Ne21,1,0.001
2044,pi-+p+p+B11+C12+C12+C12,1,0.001
2045,n+n+n+n+n+n+n+p+p+p+p+p+p+C12,1,0.001
2046,n+n+n+n+p+p+p+D2+Li7+C12,1,0.001
2047,pi-+p+p+p+D2+D2+Li7+C12+C12+C12,1,0.001
2048,p+p+p+p+He4+Be9+C12,1,0.001
2049,n+n+n+p+D2+D2+D2+He4+C12,1,0.001
2050,pi-+n+p+He3+Na23,1,0.001
2051,pi-+D2+D2+D2+He3+He4+C12,1,0.001
2052,n+n+n+p+p+p+p+p+T3+T3+C12,1,0.001
2053,n+p+D2+D2+D2+D2+T3+C12+C12,1,0.001
2054,n+p+B12+C12+C12,1,0.001
2055,pi-+p+p+p+D2+D2+T3+He4,1,0.001
2056,pi++n+n+n+n+p+He4+F19,1,0.001
2057,pi-+n+p+p+D2+D2+He4+He4+C12,1,0.001
2058,n+n+p+p+D2+D2+T3+T3+He3+He4+He4+He4,1,0.001
2059,n+n+n+p+p+Li7+C12+O16,1,0.001
2060,pi-+n+n+n+n+p+p+p+He3+He3+C12,1,0.001
2061,n+n+p+D2+D2+T3+He3+Al27,1,0.001
2062,pi-+n+p+D2+D2+Na22,1,0.001
2063,n+p+p+D2+D2+F21,1,0.001
2064,n+n+p+p+D2+D2+He3+He4+C12+C12,1,0.001
2065,n+n+n+n+n+p+p+p+Be6,1,0.001
2066,n+p+p+p+T3+H4+He3,1,0.001
2067,n+n+p+B10+N15,1,0.001
2068,p+He3+He4+He6,1,0.001
2069,n+p+p+p+C12+C12+C13+Al27,1,0.001
2070,n+p+C12+C12+C12+C12+C12,1,0.001
2071,n+p+p+p+D2+D2+T3+He4+C12,1,0.001
2072,p+T3+B10+C12+C12+C12,1,0.001
2073,n+n+n+n+n+p+p+p+p+He4+C12+N15,1,0.001
2074,n+n+D2+He4+He4+He4+He4+He4+He4,1,0.001
2075,pi-+pi++n+n+n+n+p+p+p+D2+He4,1,0.001
2076,pi++n+n+n+n+n+p+D2+D2+He3,1,0.001
2077,n+n+p+p+He4+He4+O17,1,0.001
2078,pi++n+n+D2+He4+Li7+C13,1,0.001
2079,pi-+n+D2+T3+B7,1,0.001
2080,n+n+n+p+D2+D2+D2+Li6+C12,1,0.001
2081,n+p+p+p+p+D2+D2+D2+H4+C12,1,0.001
2082,n+n+p+He4+C12+C12+C12+C12+Na22,1,0.001
2083,n+n+n+n+n+p+p+p+D2+D2+He3+C13,1,0.001
2084,n+n+n+n+n+p+p+D2+T3+T3+He3+He3+He3+He4,1,0.001
2085,pi++n+n+p+p+B11+C12+C14,1,0.001
2086,pi++n+n+n+p+He3+He6,1,0.001
2087,n+p+D2+T3+Be7+C12,1,0.001
2088,n+n+p+p+B10+Al27,1,0.001
2089,pi-+n+n+n+p+p+p+p+Li6+C12,1,0.001
2090,pi-+pi-+n+p+N11,1,0.001
2091,pi++n+n+n+p+D2+He4+He4+C12,1,0.001
2092,pi-+p+p+B12,1,0.001
2093,n+n+n+p+D2+He3+He4+C12+C12+Al27,1,0.001
2094,pi++n+n+p+p+T3+Li7,1,0.001
2095,n+n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+D2+He4+He4+C12,1,0.001
2096,pi-+n+n+n+p+p+p+p+p+D2+He4+C14,1,0.001
2097,n+n+n+n+n+C8+C12,1,0.001
2098,n+n+n+p+D2+D2+D2+T3+He3+He4+He4+He4+C12,1,0.001
2099,n+p+T3+C12+Mg24,1,0.001
2100,n+p+p+p+Al27,1,0.001
2101,pi++n+n+p+D2+T3+F20,1,0.001
2102,pi-+n+p+p+D2+Be9,1,0.001
2103,n+p+p+p+D2+T3+Li6,1,0.001
2104,n+n+p+D2+D2+T3+He4+He4+He4+Li6+C12,1,0.001
2105,D2+B11+Al27,1,0.001
2106,n+n+p+p+Be9+C12+Al27,1,0.001
2107,pi-+n+n+n+p+He3+He3+He3,1,0.001
2108,n+p+p+p+He4+He4+He4+He4+He8,1,0.001
2109,n+n+n+p+p+D2+Li6+Al27,1,0.001
2110,D2+D2+T3+T3+He3+C12,1,0.001
2111,n+n+p+p+He4+He4+He4+B12,1,0.001
2112,n+n+n+n+p+p+D2+D2+D2+D2+D2+D2+D2+He4+He4,1,0.001
2113,n+p+p+p+p+D2+He7,1,0.001
2114,n+n+n+n+n+n+p+p+p+p+p+He4+C13,1,0.001
2115,pi-+n+p+D2+C10,1,0.001
2116,n+p+p+D2+Be10+C13,1,0.001
2117,pi-+n+p+He4+C12+Na22,1,0.001
2118,n+n+n+p+He4+C12+C12+C12+Ne20,1,0.001
2119,C12+C12+C12+C12+C12+C12,1,0.001
2120,n+n+p+p+D2+D2+He4+He4+He4+Li8,1,0.001
2121,pi++n+n+n+n+n+p+p+D2+He4+C12+C12,1,0.001
2122,n+n+p+p+p+T3+Ne21,1,0.001
