,Reaction Products,Counts,Frequency [%]
2562,pi++n+n+n+n+n+n+n+n+p+p+p+p+He4+C12,1,0.001
2563,pi-+p+p+p+p+D2+T3+Li7+C13,1,0.001
2564,n+n+p+D2+He4+He4+C12+N15,1,0.001
2565,pi++n+n+n+n+n+p+D2+He4+He4+C12,1,0.001
2566,n+n+p+C11+C12+Al27,1,0.001
2567,n+D2+He4+B10+B11+C12,1,0.001
2568,n+n+n+p+p+p+D2+Be7+C12,1,0.001
2569,n+n+n+p+p+T3+Be6,1,0.001
2570,n+n+n+D2+D2+He3+He4,1,0.001
2571,p+p+p+He4+Li8+C12+C12,1,0.001
2572,n+n+n+n+n+n+n+p+p+p+p+D2+D2+D2+He4+Be7,1,0.001
2573,pi++n+p+T3+H4+He4,1,0.001
2574,n+n+n+n+p+p+D2+D2+D2+O16,1,0.001
2575,pi++n+He6+Li6+C12+C12,1,0.001
2576,n+n+n+n+n+n+p+p+p+p+He4,1,0.001
2577,p+T3+He4+Li6,1,0.001
2578,p+p+p+T3+Be9,1,0.001
2579,pi-+pi++n+D2+D2+D2+Li6,1,0.001
2580,pi-+pi-+n+p+p+D2+He3+Be6,1,0.001
2581,n+n+n+p+p+p+p+p+Li7+C12,1,0.001
2582,n+n+p+p+p+p+p+D2+Li7+C12,1,0.001
2583,pi-+n+n+n+p+p+D2+D2+He4+He4+He4+Be7,1,0.001
2584,n+n+p+p+Be9+Al27,1,0.001
2585,n+n+n+T3+He3+He3+He4+C12,1,0.001
2586,pi-+n+n+p+p+p+D2+He4+O17,1,0.001
2587,n+n+n+n+p+p+p+p+p+H4,1,0.001
2588,n+p+D2+He4+He6+C12,1,0.001
2589,n+n+n+p+p+D2+D2+D2+D2+N15,1,0.001
2590,n+n+n+p+p+p+He3+F20,1,0.001
2591,n+n+Li6+C12+Ne20,1,0.001
2592,pi++n+n+D2+D2+Li7+C12,1,0.001
2593,n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+D2+D2+He4+He4,1,0.001
2594,n+n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+He4+Li6,1,0.001
2595,pi++n+n+n+n+n+p+D2+D2+F18,1,0.001
2596,n+n+p+D2+D2+T3+Li6+C12+C12,1,0.001
2597,pi-+n+n+Li6+Be6+C12,1,0.001
2598,n+p+p+D2+Li6+O18,1,0.001
2599,pi-+p+He4+He4+He4+C13,1,0.001
2600,n+n+p+p+p+p+Be9,1,0.001
2601,pi-+n+n+n+p+p+p+p+Li6+C12+C12,1,0.001
2602,n+n+n+p+D2+D2+He3+O17,1,0.001
2603,n+n+n+p+p+p+D2+T3+T3+He4+He4+Li6+C12,1,0.001
2604,pi-+n+n+n+n+p+p+p+Be6+C12,1,0.001
2605,pi-+n+p+D2+D2+He4+He4+N14,1,0.001
2606,n+n+n+p+p+p+p+F21,1,0.001
2607,n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+He4+Li7,1,0.001
2608,n+n+p+p+T3+Li7,1,0.001
2609,n+D2+D2+D2+T3+He4+C12,1,0.001
2610,n+p+p+D2+He4+He6+C12,1,0.001
2611,n+n+n+p+p+p+p+D2+D2+T3+He4+Be10,1,0.001
2612,n+n+n+p+p+p+D2+He4+He4+N14,1,0.001
2613,n+p+D2+T3+Be7,1,0.001
2614,n+n+n+n+p+p+p+T3+He4+N14,1,0.001
2615,pi-+n+p+D2+D2+He3+He4+Al27,1,0.001
2616,n+n+n+n+p+p+p+p+He3+He4,1,0.001
2617,n+p+p+p+T3+C12+Ne22,1,0.001
2618,pi-+n+n+p+p+He4+He4+O16,1,0.001
2619,n+n+p+p+D2+D2+D2+O18,1,0.001
2620,pi++n+n+n+n+p+p+D2+D2+T3+N15,1,0.001
2621,n+n+n+n+p+p+He3+F19,1,0.001
2622,n+p+p+He3+Be9,1,0.001
2623,pi-+n+n+n+p+p+He3+He4+He4+He4+He4+He4,1,0.001
2624,n+n+n+p+p+D2+He4+Li6+C12+C12+C12,1,0.001
2625,pi-+p+D2+B11,1,0.001
2626,n+n+He4+Be7+C12+C12+C12+Al27,1,0.001
2627,n+n+p+p+p+He4+He4+He4,1,0.001
2628,pi-+n+p+C12+C12,1,0.001
2629,pi-+pi++n+p+p+T3+T3+He4,1,0.001
2630,n+n+n+n+n+p+He3+He4+Li7+B8,1,0.001
2631,n+n+n+n+p+p+p+D2+D2+T3+C12+N14,1,0.001
2632,n+n+n+p+p+p+T3+He4+He4+B11+C12,1,0.001
2633,n+n+n+p+p+Be7+O17,1,0.001
2634,n+n+n+p+D2+D2+D2+T3+He3+He4+He4+He4+C12+C12,1,0.001
2635,n+D2+D2+He4+He4+N15,1,0.001
2636,D2+D2+D2+Li7,1,0.001
2637,n+n+p+p+p+T3+Na22,1,0.001
2638,n+T3+Mg24,1,0.001
2639,n+n+n+p+p+p+He4+He4+N15,1,0.001
2640,pi-+n+n+n+p+p+p+p+D2+D2+He3+C12,1,0.001
2641,n+n+p+p+p+He4+F20,1,0.001
2642,n+p+He4+Li7+C12+C12+C12+C12,1,0.001
2643,n+n+n+n+p+p+Be7+Al27,1,0.001
2644,pi-+n+n+n+p+p+p+D2+He4+He4+C12+C12,1,0.001
2645,n+n+n+p+D2+T3+He3+He4+C12,1,0.001
2646,n+n+p+p+D2+Li7+Al27,1,0.001
2647,pi++n+n+p+Mg26,1,0.001
2648,n+p+p+p+D2+D2+H5,1,0.001
2649,n+n+n+p+D2+D2+D2+He4+C12+C12,1,0.001
2650,n+T3+T3+Be6,1,0.001
2651,n+n+n+n+p+p+T3+He3+He4+C12+C12,1,0.001
2652,n+n+n+n+p+p+Be7+C13,1,0.001
2653,pi-+n+n+p+p+p+B10+C12+N14,1,0.001
2654,n+n+n+p+p+D2+T3+T3+He3+C12,1,0.001
2655,n+n+n+p+p+p+He3+C12+O19,1,0.001
2656,n+n+p+p+He3+He4+He4+Al27,1,0.001
2657,pi-+n+n+n+n+p+p+p+p+D2+He4+He4+He4+Li6,1,0.001
2658,n+p+D2+T3+T3+He4,1,0.001
2659,n+n+n+p+p+p+p+D2+T3+He3,1,0.001
2660,pi-+pi++n+n+p+D2+D2+D2+He4,1,0.001
2661,n+p+p+p+p+Al27,1,0.001
2662,n+n+n+n+p+p+p+p+T3+He4+C13,1,0.001
2663,n+n+n+n+C9+C12+C12,1,0.001
2664,n+n+n+n+p+p+p+T3+He4+He4+B10+C12,1,0.001
2665,pi-+n+n+p+p+p+He4+He4+C12+C12+C12+C12,1,0.001
2666,pi++n+n+p+p+Be10+C12+C12,1,0.001
2667,n+n+n+p+D2+T3+He4+He4+He4+Be7,1,0.001
2668,n+n+n+n+p+D2+Be7+N14,1,0.001
2669,n+n+p+p+p+D2+T3+He4+C12+C12+C12+C12,1,0.001
2670,D2+D2+T3+T3+He3,1,0.001
2671,n+n+n+n+p+p+p+p+D2+T3+N15,1,0.001
2672,pi-+n+n+n+p+p+p+D2+D2+He4+C12,1,0.001
2673,n+n+n+n+n+p+p+p+T3+T3+He3+He3+He4+He4,1,0.001
2674,pi-+n+n+C12+C12+C12+N11,1,0.001
2675,n+p+p+T3+Be9,1,0.001
2676,n+p+p+p+p+D2+D2+T3+He4,1,0.001
2677,n+n+n+p+D2+Be7+C12+C13,1,0.001
2678,n+n+n+p+D2+T3+He3+He4+He4+He4+He4,1,0.001
2679,n+n+n+p+p+D2+Li6+C12+N15,1,0.001
2680,n+n+n+n+n+p+B7+C12,1,0.001
2681,n+n+n+n+p+p+p+p+p+D2+N17,1,0.001
2682,n+p+p+p+T3+T3+He4+N15,1,0.001
2683,p+p+p+p+B12+C12,1,0.001
2684,pi++n+n+n+n+p+D2+D2+He4+C12+C12+C12,1,0.001
2685,n+n+p+p+D2+T3+Li6+C13,1,0.001
2686,n+n+n+n+p+p+p+p+F20+Al27,1,0.001
2687,pi-+n+n+n+p+p+D2+Be6+C12,1,0.001
2688,n+n+n+n+p+p+He4+He4+N14,1,0.001
2689,pi++n+n+p+B11+C12+C12,1,0.001
2690,p+p+D2+T3+He6+C12+C12,1,0.001
2691,n+D2+D2+Be9,1,0.001
2692,pi-+n+n+n+p+p+D2+D2+Li4+C12,1,0.001
2693,n+p+D2+D2+He4+He4+He4+Be10+C12,1,0.001
2694,pi++n+n+p+p+p+T3+T3+He4+C12+C12+Al27,1,0.001
2695,n+p+p+p+C12+C12+Mg26,1,0.001
2696,n+p+p+p+He4+He4+He4+C12+C12+C12+Al27,1,0.001
2697,n+n+n+n+p+p+p+B10+B11,1,0.001
2698,p+p+p+He4+Be9+C12+C12,1,0.001
2699,n+n+n+n+n+n+p+p+p+He4+He4+C11+Al27,1,0.001
2700,n+n+p+C11+C12+C12+C12+C12,1,0.001
2701,pi++n+n+B11+C12+C13,1,0.001
2702,n+n+p+D2+D2+D2+He4+He4+He4+Li7+C12,1,0.001
2703,pi-+n+N13,1,0.001
2704,pi-+n+n+n+p+p+He4+Ne19,1,0.001
2705,pi-+n+p+He4+He4+Li6+C12,1,0.001
2706,pi-+n+p+p+p+D2+H4+He4,1,0.001
2707,n+n+n+p+p+p+C12+Na23,1,0.001
2708,n+n+n+T3+B7+C12,1,0.001
2709,pi-+pi-+n+p+p+p+p+D2+D2+He4,1,0.001
2710,pi-+p+p+D2+Mg25,1,0.001
2711,n+n+n+n+n+p+p+He4+F17,1,0.001
2712,n+n+n+n+p+p+p+Be9+C12+C12,1,0.001
2713,n+n+n+p+D2+D2+Li6,1,0.001
2714,pi++n+n+p+D2+D2+Li7,1,0.001
2715,pi++n+n+p+D2+T3+T3+He4+He4+Be9,1,0.001
2716,n+n+n+p+p+D2+Li7+C12,1,0.001
2717,n+n+n+n+p+p+T3+He4+He4+He4+Be7,1,0.001
2718,pi++n+n+n+p+D2+T3+T3+He4+He4+He4+He4,1,0.001
2719,n+p+B11+C12+Al27,1,0.001
2720,pi++n+n+n+p+D2+T3+Li7+C12,1,0.001
2721,pi-+pi++n+n+D2+D2+He3+He4,1,0.001
2722,n+n+n+p+p+p+p+Ne22,1,0.001
2723,pi-+n+p+p+p+T3+T3+He4,1,0.001
2724,n+n+n+p+p+p+D2+D2+C12+O18,1,0.001
2725,n+n+n+n+p+p+He3+He4+He4+B11,1,0.001
2726,n+p+p+B12+C12,1,0.001
2727,n+n+p+p+p+p+D2+Li7+C12+C12,1,0.001
2728,n+p+p+p+He4+Li7+Al27,1,0.001
2729,n+n+n+n+n+p+p+p+p+p+D2+D2+C12+C12,1,0.001
2730,p+p+p+Mg27,1,0.001
2731,pi-+n+n+p+p+He4+He4+He4+C12,1,0.001
2732,pi++n+n+n+n+n+p+T3+He3+He4+He4+He4+He4,1,0.001
2733,n+p+p+T3+He4+He4+C12+Al27,1,0.001
2734,pi++n+n+n+p+He4+He6,1,0.001
2735,n+n+n+n+p+p+p+p+p+D2+T3+C12+C12,1,0.001
2736,n+n+p+p+D2+T3+He4+He4+B11+C12+C12,1,0.001
2737,n+n+n+p+p+p+p+p+D2+D2+He4,1,0.001
2738,n+n+p+p+p+D2+D2+T3+T3+He3+He4+Li7+C12,1,0.001
2739,n+n+n+p+C11,1,0.001
2740,n+n+D2+D2+D2+D2+He3+C13,1,0.001
2741,pi++n+n+n+n+n+p+p+p+p+O19,1,0.001
2742,pi-+n+n+p+p+p+D2+D2+He4+Al27,1,0.001
2743,n+n+n+n+p+D2+He3+He3+Al27,1,0.001
2744,n+n+n+n+p+p+p+p+Li7+C12+C13,1,0.001
2745,p+p+p+p+C12+C13,1,0.001
2746,n+n+n+p+p+D2+He3+He4+C12+C12+C12,1,0.001
2747,pi-+n+n+p+p+p+p+Na23,1,0.001
2748,p+p+D2+Be10+C12,1,0.001
2749,n+n+n+n+n+p+D2+Be7+N13,1,0.001
2750,n+n+n+p+p+D2+T3+He3+He4+He4+He4+He4+C12,1,0.001
2751,n+n+n+p+p+p+He4+He4+C13,1,0.001
2752,n+n+n+p+p+D2+D2+He4+He4+He4+He4+He4,1,0.001
2753,pi++n+p+p+T3+T3+H4,1,0.001
2754,n+p+He4+He4+He4+C12+C12+Al27,1,0.001
2755,p+p+p+p+p+p+p+p+p+p+C12+C12+C12+C12+Al27,1,0.001
2756,p+p+T3+H5+He3,1,0.001
2757,pi++n+n+n+p+B10,1,0.001
2758,pi++n+n+n+D2+He4+He4+C12+C12+C12,1,0.001
2759,p+p+p+p+p+p+p+p+C12+C12+C12+C12+C12,1,0.001
2760,n+n+n+n+p+p+p+p+T3+He3+C12+C12,1,0.001
2761,n+n+n+n+n+n+p+p+p+p+p+D2+He4+B11+C12,1,0.001
2762,n+n+p+p+p+D2+D2+Be7,1,0.001
2763,n+n+n+n+p+p+T3+He3+He4+He4+He4+He4+C12,1,0.001
2764,pi++n+n+n+n+p+p+p+He6+N15,1,0.001
2765,n+n+n+p+T3+He4+He4+Li6+Be7,1,0.001
2766,n+n+p+p+D2+Mg24,1,0.001
2767,pi-+n+n+n+p+p+Mg23,1,0.001
2768,pi++n+n+n+p+D2+D2+Li6,1,0.001
2769,n+n+p+p+p+D2+He4+He4+C12+C12,1,0.001
2770,n+p+p+p+p+C12+C12+C12,1,0.001
2771,n+n+n+n+n+p+p+p+Li6+N14,1,0.001
2772,n+p+p+p+p+p+B11+C12,1,0.001
2773,n+D2+He3+Li7+C12,1,0.001
2774,pi-+n+p+D2+He3+Li6+Al27,1,0.001
2775,n+n+n+n+n+p+p+p+Na21,1,0.001
2776,n+p+H4+He3+He4+C12,1,0.001
2777,pi-+p+D2+D2+He4+He4+C12+C12+C12,1,0.001
2778,pi++n+n+p+T3+He4+He4+Al27,1,0.001
2779,n+n+n+n+p+p+p+D2+D2+D2+He4+He4+Li7,1,0.001
2780,n+n+n+n+n+p+p+p+p+p+D2+T3+C13,1,0.001
2781,pi-+n+p+He3+He4+He4+C12+C12+C12,1,0.001
2782,n+p+p+T3+T3+He4+Al27,1,0.001
2783,pi-+n+p+p+p+T3+He4+He4,1,0.001
2784,n+n+n+p+p+p+D2+D2+T3+Al27,1,0.001
2785,n+n+n+p+p+D2+D2+T3+C12+O16,1,0.001
2786,p+p+p+p+p+p+p+C12+C12+Al27,1,0.001
2787,pi-+n+n+n+p+p+He3+Ne20,1,0.001
2788,n+D2+He4+Ne21,1,0.001
2789,n+n+p+p+T3+Na22,1,0.001
2790,n+n+n+p+D2+He3+He4+C12+C12+C12,1,0.001
2791,n+n+n+p+p+p+D2+Li6+Al27,1,0.001
2792,pi-+n+p+p+p+D2+D2+D2+T3+T3+C12+C12,1,0.001
2793,n+p+p+p+Li10,1,0.001
2794,pi-+n+n+p+p+D2+D2+D2+Li6+C12,1,0.001
2795,n+p+p+He4+He4+Li8+Be9,1,0.001
2796,n+n+n+p+p+p+D2+D2+T3+He4+He4+Li7,1,0.001
2797,n+n+p+D2+D2+D2+He3+He6+B10,1,0.001
2798,pi-+n+n+D2+He3+Be6,1,0.001
2799,pi-+D2+He4+Be7+C13,1,0.001
2800,p+p+D2+He4+He6+C12,1,0.001
2801,n+n+n+p+D2+B11+C11,1,0.001
2802,pi-+n+n+p+p+D2+D2+D2+F18,1,0.001
2803,n+n+n+n+n+p+p+p+p+D2+D2+C12+C12,1,0.001
2804,n+n+n+n+n+p+p+p+p+D2+T3+He4+He4+Li6,1,0.001
2805,pi-+n+p+p+He3+Li7+C12,1,0.001
2806,pi++n+n+n+n+n+n+p+p+p+D2+D2+D2+T3+B10,1,0.001
2807,pi++n+n+n+n+p+p+T3+He4+N15,1,0.001
2808,n+n+n+n+n+p+p+D2+He4+O15,1,0.001
2809,n+n+p+p+D2+D2+T3+He4+C13,1,0.001
2810,pi-+n+n+n+n+n+p+p+p+p+p+He3+He4+B11,1,0.001
2811,D2+D2+D2+D2+D2+T3+C12,1,0.001
2812,p+p+D2+D2+D2+T3+T3,1,0.001
2813,pi-+n+n+p+p+D2+B11+C11+Al27,1,0.001
2814,n+p+p+He4+Na23,1,0.001
2815,n+D2+T3+Na22,1,0.001
2816,pi++n+n+D2+T3+Be9+C12+C12,1,0.001
2817,n+n+n+p+p+He4+Li6+C12,1,0.001
2818,n+n+p+D2+D2+He4+He4+He4+Be9+C12,1,0.001
2819,n+n+n+n+p+p+p+He4+He4+C12+C12,1,0.001
2820,n+n+p+D2+Li7+O16,1,0.001
2821,n+He4+Be9+C12+C12,1,0.001
2822,n+D2+D2+D2+D2+He4+C13,1,0.001
2823,n+n+n+n+n+p+p+He3+He3+N15,1,0.001
2824,n+n+n+p+p+D2+T3+He3+C12+C13,1,0.001
2825,pi++n+n+p+Be10+Al27,1,0.001
2826,pi-+n+n+n+p+p+p+p+D2+He4+C12+C12,1,0.001
2827,n+n+n+p+p+p+p+p+He6,1,0.001
2828,pi-+p+p+D2+Be10,1,0.001
2829,p+D2+T3+H4+He3,1,0.001
2830,pi-+n+n+n+p+p+p+D2+He4+He4+He4+He4+He4,1,0.001
2831,n+D2+He4+Li6+C13,1,0.001
2832,n+n+n+p+p+p+p+D2+D2+D2+N16,1,0.001
2833,n+n+n+D2+D2+He3+He3+C12+C12,1,0.001
2834,pi++n+n+n+n+n+p+He3+He4+C12+C12,1,0.001
2835,pi++n+n+He4+Be10+C12,1,0.001
2836,n+p+D2+C12+C12+Mg25,1,0.001
2837,n+n+p+He3+B11+B11,1,0.001
2838,n+p+p+p+p+T3+He4+He4+C12+C12+C12+C12,1,0.001
2839,n+n+n+p+C12+Mg24+Al27,1,0.001
2840,pi-+n+p+p+D2+T3+He4+He4+He4+He4+He4,1,0.001
2841,pi++n+p+He6+Li6,1,0.001
2842,n+n+p+He4+Li7+C12+N14,1,0.001
2843,n+n+n+n+p+p+He4+Li6+C12+C12,1,0.001
2844,n+n+n+p+p+D2+D2+D2+He3+C12+C12,1,0.001
2845,pi++n+D2+He4+He7,1,0.001
2846,n+n+D2+D2+T3+Li4,1,0.001
2847,pi++n+n+D2+He4+He6,1,0.001
2848,n+n+n+n+p+p+p+D2+He4+C12+C12+N15,1,0.001
2849,n+n+n+n+p+p+p+He3+He4+C12+C12+N15,1,0.001
2850,pi-+n+n+n+p+p+p+p+p+D2+T3+T3+He4+He4+He4,1,0.001
2851,pi-+n+n+p+p+p+p+p+D2+C12+F20,1,0.001
2852,p+p+p+C12+C12+C12+C12+C12+C12,1,0.001
2853,n+n+n+n+p+He3+He4+C12+O16,1,0.001
2854,n+n+p+p+p+p+D2+D2+H4,1,0.001
2855,pi-+n+p+p+D2+D2+He4+C12+O17,1,0.001
2856,pi-+n+n+p+p+p+p+C12+C12+Na23,1,0.001
2857,pi++n+n+C12+C12+C12+Al27,1,0.001
2858,pi-+n+n+n+p+p+p+He3+He4+C12+Al27,1,0.001
2859,n+p+T3+He3+He4+He4+C12+C13+Al27,1,0.001
2860,n+n+n+p+D2+D2+D2+T3+He4+He4+Be7,1,0.001
2861,n+n+p+p+D2+D2+D2+He4+C13,1,0.001
2862,pi-+n+p+He4+Be7+C12+C12+C12,1,0.001
2863,n+p+p+D2+He3+He6+C12,1,0.001
2864,pi++n+n+n+D2+D2+Li6,1,0.001
2865,n+n+n+T3+He3+Li4+C12,1,0.001
2866,n+n+n+p+He3+Na22,1,0.001
2867,n+p+p+T3+H4+He3,1,0.001
2868,p+T3+He4+He4+He4+He4+Li8,1,0.001
2869,pi-+n+D2+C11,1,0.001
2870,n+n+p+p+p+B10+C12+C12+C12+C12,1,0.001
2871,n+n+p+D2+D2+D2+F19,1,0.001
2872,n+n+n+n+n+n+p+p+p+p+p+D2+He4+He4+He4+He4,1,0.001
2873,n+n+n+n+n+p+p+p+p+p+D2+D2+D2+D2+T3+T3+He4,1,0.001
2874,n+n+n+n+p+p+T3+Be7+C12+C12,1,0.001
2875,n+p+p+p+p+p+He4+He4+He4+C12,1,0.001
2876,pi-+n+n+p+p+p+p+p+D2+He3+He4,1,0.001
2877,n+n+n+p+p+p+He4+O18,1,0.001
2878,pi-+n+n+C12+C13+N12,1,0.001
2879,p+D2+D2+D2+Li7,1,0.001
2880,n+n+p+p+D2+T3+He4+N15,1,0.001
2881,pi-+n+p+p+p+p+He4+Li6,1,0.001
2882,pi-+n+n+n+p+p+p+p+D2+D2+D2+C12,1,0.001
2883,n+n+n+n+n+p+p+D2+He4+He4+He4+Be7,1,0.001
2884,n+n+n+n+p+p+p+D2+He4+He4+He4+Li7,1,0.001
2885,n+n+n+n+p+p+p+p+D2+D2+D2+T3+T3+He4+He4,1,0.001
2886,pi++n+n+n+D2+D2+T3+He4+He4+He4+Li6+C12,1,0.001
2887,n+n+n+p+D2+D2+D2+D2+T3+N13,1,0.001
2888,pi++n+n+T3+He4+He4+C12+C12,1,0.001
2889,n+n+n+p+p+p+p+D2+D2+T3+C12+C12,1,0.001
2890,pi-+n+n+n+p+p+p+He4+He4+C12,1,0.001
2891,n+n+n+n+n+n+p+Be7+O14,1,0.001
2892,p+p+p+p+Al27+Al27,1,0.001
2893,n+n+n+p+B10+C12,1,0.001
2894,n+n+n+p+p+p+D2+He3+He4+He4+Li9,1,0.001
2895,pi-+p+p+p+C12,1,0.001
2896,p+p+D2+C12+Ne24,1,0.001
2897,n+n+n+p+p+p+C12+C12+Na23,1,0.001
2898,n+n+p+p+p+p+D2+T3+He4+N15,1,0.001
2899,n+p+p+D2+C12+C12+Na24,1,0.001
2900,pi++n+T3+He4+Li6+C14,1,0.001
2901,n+n+p+T3+He3+He4+C12+C12+C12,1,0.001
2902,n+n+p+p+p+B10+C12+C12+C12,1,0.001
2903,n+T3+He4+He4+He4+C12+C12,1,0.001
2904,n+p+p+p+p+T3+Li7+C12,1,0.001
2905,pi-+n+n+n+n+p+p+p+D2+He4+He4+He4+Be7,1,0.001
2906,n+n+n+n+p+p+p+He4+He4+C12+C13,1,0.001
2907,n+n+n+p+D2+He3+He4+He4+B11,1,0.001
2908,n+n+n+n+p+p+p+He3+He4+C12+C12,1,0.001
2909,p+p+p+Be11,1,0.001
2910,n+n+n+p+He4+Li6+C12+N14,1,0.001
2911,n+D2+He4+He4+He4+He4+Be9,1,0.001
2912,pi++n+n+n+p+Li7+O17,1,0.001
2913,pi++n+n+p+p+D2+F22,1,0.001
2914,n+p+p+p+C12+C12+C12+C12+C12+C12+Al27,1,0.001
2915,n+p+p+D2+T3+Li6+C12,1,0.001
2916,n+n+n+p+p+D2+He4+He4+He4+He4+Li6,1,0.001
2917,n+n+n+p+He3+Li6+C12+C12,1,0.001
2918,p+p+p+C12+C12+Al27,1,0.001
2919,n+n+n+n+p+p+p+p+T3+T3,1,0.001
2920,n+n+n+D2+D2+D2+D2+He3+He4+He4+Li6,1,0.001
2921,pi-+p+D2+He4+He4+He4+He4+Be9,1,0.001
2922,n+n+p+p+D2+D2+Be10+B10,1,0.001
2923,n+p+p+D2+D2+Li7+C12+C12,1,0.001
2924,n+n+n+n+n+p+p+p+p+D2+He4+C13,1,0.001
2925,n+n+p+p+He4+Be9+B11,1,0.001
2926,n+n+n+p+p+He4+He4+C12+C12+C12+C12,1,0.001
2927,pi-+n+n+p+p+D2+He3+He4+C12+C12+C12+C12,1,0.001
2928,n+n+n+Be7+F18,1,0.001
2929,n+n+p+p+p+D2+D2+T3+He4+He6+Li6,1,0.001
2930,p+p+p+D2+He4+He6,1,0.001
2931,n+n+p+He4+Li6+C12+C13,1,0.001
2932,n+n+n+p+p+He4+Li6+C13,1,0.001
2933,n+n+p+p+He4+He4+He4+C12,1,0.001
2934,pi++n+p+D2+T3+T3+He4+C12,1,0.001
2935,pi-+p+D2+D2+D2+D2+He4+C12+C12,1,0.001
2936,pi++n+n+D2+Be9+C12,1,0.001
2937,pi-+n+n+n+p+p+p+D2+D2+He4,1,0.001
2938,pi-+n+n+p+He3+Be7+C12+C12,1,0.001
2939,n+n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+T3+He3+He4,1,0.001
2940,pi-+n+n+n+p+p+p+p+p+p+D2+He4+C12,1,0.001
2941,n+n+D2+He4+Li6+C12,1,0.001
2942,n+n+n+n+n+p+p+p+He3+He3,1,0.001
2943,n+n+n+p+p+p+D2+D2+He4+C12+C14,1,0.001
2944,n+n+n+n+p+p+p+p+D2+He4+He4+He4+Li7,1,0.001
2945,n+n+p+He4+Li6+C12+O16,1,0.001
2946,n+p+p+D2+T3+He4+He4+He4+Li8+C12+C12,1,0.001
2947,n+n+p+He4+Li7+N14,1,0.001
2948,n+D2+B10+N15,1,0.001
2949,n+n+n+n+n+p+p+p+He3+He4+C13,1,0.001
2950,p+p+He6+Li6+Al27,1,0.001
2951,pi++n+p+p+Li10+C12,1,0.001
2952,n+n+n+p+p+p+D2+T3+O17,1,0.001
2953,n+n+n+n+n+p+p+He4+C12+F17,1,0.001
2954,n+n+n+n+n+p+He3+He4+He4+C11,1,0.001
2955,pi++p+D2+Li10,1,0.001
2956,n+n+p+p+D2+D2+D2+He4+C12+Al27,1,0.001
2957,pi-+n+p+p+He4+Be7+N15,1,0.001
2958,n+n+n+n+p+p+p+D2+D2+D2+D2+C13,1,0.001
2959,n+n+n+p+D2+D2+D2+He4+N14,1,0.001
2960,n+n+D2+D2+Li7+O15,1,0.001
2961,n+n+n+p+p+p+D2+D2+He4+Al27,1,0.001
2962,n+p+p+p+D2+D2+D2+H4,1,0.001
2963,n+p+D2+T3+He3+He4+C12,1,0.001
2964,n+n+p+p+p+D2+D2+T3+He3,1,0.001
2965,pi-+n+n+Si26,1,0.001
2966,n+n+n+n+He4+Be7+N13,1,0.001
2967,n+p+He4+He4+He4+C12+Al27,1,0.001
2968,n+p+T3+He4+He4+C12+C12+C12+C12+C12,1,0.001
2969,n+n+n+n+D2+He3+He3+He4+He4+He4+He4+C12,1,0.001
2970,pi-+n+n+p+D2+He4+He4+He4+C11,1,0.001
2971,n+p+p+D2+D2+D2+D2+T3+N15,1,0.001
2972,n+n+p+D2+He4+He4+He4+B11+C12,1,0.001
2973,n+p+Li6+Ne21,1,0.001
2974,n+n+n+p+Al25,1,0.001
2975,pi-+n+n+n+p+p+p+D2+D2+Li6+C12,1,0.001
2976,n+n+D2+D2+He4+He4+He4+He4+Li6,1,0.001
2977,n+n+n+n+p+D2+D2+D2+T3+He3+He3+He4+He4,1,0.001
2978,p+p+p+T3+B10+C12,1,0.001
2979,n+n+n+n+p+C12+C12+Mg23,1,0.001
2980,n+n+n+p+p+p+p+He4+He4+He6+Li7,1,0.001
2981,n+n+p+p+D2+He4+He4+C12+C12+C12,1,0.001
2982,D2+He4+Li7+C13,1,0.001
2983,n+n+n+n+p+He4+Be7+C12+C12,1,0.001
2984,n+p+p+He4+He7,1,0.001
2985,p+D2+Be10+C12+Al27,1,0.001
2986,p+p+C12+Al27,1,0.001
2987,pi++n+n+n+n+n+p+D2+D2+He4,1,0.001
2988,n+n+C12+Al27,1,0.001
2989,p+p+He4+Be9+C12+C12+C12,1,0.001
2990,n+n+n+n+p+p+p+p+p+D2+T3+N15,1,0.001
2991,n+n+n+p+p+p+D2+D2+He4+He4+He4+Li7+C12,1,0.001
2992,n+p+p+D2+D2+He4+Li7+Be10,1,0.001
2993,pi-+n+p+D2+D2+T3+Li4,1,0.001
2994,pi-+n+p+D2+D2+Li6+O16,1,0.001
2995,n+n+n+p+T3+He4+C12+F17,1,0.001
2996,n+p+p+D2+T3+Li6,1,0.001
2997,pi-+p+p+p+D2+D2+T3+He4+C12,1,0.001
2998,n+n+n+n+p+p+p+D2+D2+D2+He4+He4+Li7+C12,1,0.001
2999,n+n+p+D2+He4+Li6+C13,1,0.001
3000,n+n+n+p+p+D2+T3+He3+He4+B11+C12,1,0.001
3001,pi++n+n+p+p+D2+H4+He4,1,0.001
3002,n+n+n+p+T3+He3+He4+He4+He4+Li6,1,0.001
3003,n+p+p+p+D2+B10+C12,1,0.001
3004,n+n+He4+He4+He4+He4+He4+Li6,1,0.001
3005,n+n+n+p+D2+He4+Be7+B11,1,0.001
